,start,end,technique,text,id,full_text,start_new,end_new
538,109,121,Name calling/Labeling,البيض شياطين,35260,لقد كنت في يوم المخلص لقد قرأت لقد كنت من محبي إيليا محمد لذا فهذه هي مواقفي لكني لا أتفق مع فكرة أن البيض شياطين,101.0,113.0
539,132,172,Exaggeration/Minimisation,يلعب دورا كبيرا في حياة الآلاف والآلاف,35262,أنا لا أعتبر لويس فراخان انحرافا أو أي شيء آخر فأنا أعتبره إنسانا بارزا يقود أتباعا من الأفراد المتعلمين والتعبير عن أنفسهم ويلعب دورا كبيرا في حياة الآلاف والآلاف والآلاف والآلاف من الناس أكد لاحقا,125.0,163.0
540,112,123,Exaggeration/Minimisation,إنسان متميز,35263,دافع النائب الديمقراطي عن ولاية إلينوي داني ديفيس يوم الإثنين عن زعيم حركة أمة الإسلام لويس فاراخان ووصفه بأنه إنسان متميز,111.0,122.0
541,0,107,Presenting Irrelevant Data (Red Herring),أتساءل إلى أي مدى سيقول عضو الكونجرس الأبيض لقد حضرت إلى لكنني لا أتفق مع آراء حول السود,35264,أتساءل إلى أي مدى سيقول عضو الكونجرس الأبيض لقد حضرت إلى لكنني لا أتفق مع آراء حول السود,0.0,88.0
542,1,11,Loaded Language,كيف تجرؤ,35267,كيف تجرؤ وقال المدعي العام جيف سيشنز في كاليفورنيا هذا الشهر مخاطبا شاف,0.0,8.0
543,1,9,Loaded Language,كيف تجرؤ,35267,كيف تجرؤ وقال المدعي العام جيف سيشنز في كاليفورنيا هذا الشهر مخاطبا شاف,0.0,8.0
544,95,116,Appeal to fear/prejudice,هجوم إرهابي جهادي آخر,35269,لقد أرادوا التأجيل لأطول فترة ممكنة عند تحديد هوية هذا الإرهابي على أنه مسلم آخر وهذا بمثابة هجوم إرهابي جهادي آخر,93.0,114.0
545,0,125,Doubt,مكتب التحقيقات الفدرالي الجاهل عمدا لا يستطيع اكتشاف دافع الجهادي المسلم الذي قاد إلى خزانات البروبان في قاعدة ترافيس الجوية,35274,مكتب التحقيقات الفدرالي الجاهل عمدا لا يستطيع اكتشاف دافع الجهادي المسلم الذي قاد إلى خزانات البروبان في قاعدة ترافيس الجوية,0.0,124.0
546,0,110,Doubt,بالطبع حتى لو وجدوا هذه الأشياء نظرا لسجلهم الحافل بالإنكار والخداع فربما لا يزالون يبحثون عن دافع كازي,35275,بالطبع حتى لو وجدوا هذه الأشياء نظرا لسجلهم الحافل بالإنكار والخداع فربما لا يزالون يبحثون عن دافع كازي,0.0,103.0
547,56,67,Loaded Language,فلكي وكارثي,35278,هذا الجهل المتعمد يؤدي إلى تحويل وإهدار للموارد وهو أمر فلكي وكارثي,56.0,67.0
548,1,73,Exaggeration/Minimisation,أحيي الرجال والنساء الشجعان في شركة الذين يعرضون أنفسهم للأذى يوميا,35279,أحيي الرجال والنساء الشجعان في شركة الذين يعرضون أنفسهم للأذى يوميا للحفاظ على مجتمعنا آمنا,0.0,67.0
549,1,98,Flag-waving,أحيي الرجال والنساء الشجعان في شركة الذين يعرضون أنفسهم للأذى يوميا للحفاظ على مجتمعنا آمنا,35279,أحيي الرجال والنساء الشجعان في شركة الذين يعرضون أنفسهم للأذى يوميا للحفاظ على مجتمعنا آمنا,0.0,91.0
550,0,80,Doubt,لذلك في كل مرة يحدث شيء كهذا يعودون إلى المربع الأول في محاولة لمعرفة الدافع,35280,لذلك في كل مرة يحدث شيء كهذا يعودون إلى المربع الأول في محاولة لمعرفة الدافع,0.0,76.0
551,227,236,Loaded Language,نزاع مرير,35283,عابد أوان أحد أفراد عائلة من مساعدي تكنولوجيا المعلومات الديمقراطيين الذين يتقاضون أجورا عالية وحصل على تعويضات قدرها دولار في المحكمة بعد أن استعان بمحام رفيع المستوى متخصص في قضايا غسيل الأموال لهزيمة زوجة أبيه في نزاع مرير حول بوليصة التأمين على الحياة لوالده,216.0,225.0
552,1,17,Name calling/Labeling,إنها مجنونة واكو,35285,إنها مجنونة واكو ماذا ستفعل قال خارج أبواب قاعة المحكمة حيث أخذ القاضي استراحة للتداول,0.0,16.0
553,61,78,Name calling/Labeling,والده طريح الفراش,35288,في تشرين الثاني نوفمبر قام الأخوان بتصوير فيديو لوالده طريح الفراش وهو يوقع على ملكية ولكن لم يغير المستفيد بوليصة التأمين على حياته إلى عابد,49.0,66.0
554,1,40,Doubt,ليس لديك سيطرة على جيلاني أليس كذلك,35291,ليس لديك سيطرة على جيلاني أليس كذلك,0.0,35.0
555,28,42,Thought-terminating cliché,أنا مجرد إنسان,35292,عابد توقيعاتي ليست متسقة أنا مجرد إنسان,25.0,39.0
556,29,66,Appeal to fear/prejudice,إذا اتصلت بالشرطة مرة أخرى فسيؤذيني,35294,هدد عمران بأنه قوي للغاية وإذا اتصلت بالشرطة مرة أخرى فسيؤذيني قالت إن عمران وافق في النهاية على إزالة أجهزة الاستماع وفعل ذلك أمامها,27.0,62.0
557,6,32,Doubt,لماذا تبدو توقيعاتك مختلفة,35298,حديد لماذا تبدو توقيعاتك مختلفة,5.0,31.0
558,85,131,Appeal to fear/prejudice,فيروس قاتل يسبب نزيفا حادا وفشلا في الأعضاء,35303,أعلنت حكومة جمهورية الكونغو الديمقراطية الثلاثاء تفشي حمى الإيبولا النزفية وهي فيروس قاتل يسبب نزيفا حادا وفشلا في الأعضاء من بين أعراض أخرى غير سارة,79.0,122.0
559,0,22,Appeal to fear/prejudice,من المرجح أن يتغير ذلك,35306,من المرجح أن يتغير ذلك,0.0,22.0
560,29,33,Loaded Language,بقوة,35308,ستبدأ الإدارة الآن في التحرك بقوة للتعامل مع السبب الجذري للفوضى والعنف في المنطقة بطريقة واضحة,29.0,33.0
561,168,179,Slogans,إيران الحرة,35314,لقد حدث فقط أن واحدة على الأقل من هذه الدعوات لتغيير النظام في إيران تم تسجيلها على شريط فيديو العام الماضي عندما ألقى بولتون خطابا في التجمع الكبير للإيرانيين من أجل إيران الحرة,167.0,178.0
562,153,174,Doubt,من كان في تلك الغرفة,35315,انتبه إلى السطر الأول في هذا الاقتباس أعلاه والذي يشير فيه بولتون إلى أن المعارضة المطلوبة للإطاحة بالنظام الإيراني الحالي تتمركز في هذه القاعة اليوم من كان في تلك الغرفة,150.0,170.0
563,137,141,Loaded Language,نفاق,35317,ومع ذلك يبدو أن الولايات المتحدة عازمة على الاستمرار في وضع أنفها في سياسات الدول الأخرى بما في ذلك السعي لتغيير حكومتها بينما تشير بنفاق إلى دول أخرى لمحاولتها التلاعب بنظامنا السياسي,133.0,137.0
564,43,54,Black-and-white Fallacy/Dictatorship,الحل الوحيد,35318,لن يتغير سلوك وأهداف النظام وبالتالي فإن الحل الوحيد هو تغيير النظام نفسه,41.0,52.0
565,136,140,Name calling/Labeling,صادق,35319,من المحتمل أن ينتهي هذا الأمر بكونه موقفا آخر في أوكرانيا وهو شيء لا نحتاج إلى أن نكون فيه ونعم أعلم سأدعى قراء ليبراليين لكن صادقين تابعوني لبعض الوقت يعرفون أن هذا ليس هو الحال,126.0,130.0
566,22,28,Flag-waving,أمريكا,35320,لا تقل أنك لم تحذر يا أمريكا,22.0,28.0
567,16,23,Flag-waving,دستورنا,35321,أين يصرح ذلك في دستورنا,16.0,23.0
568,93,109,Loaded Language,غبي بشكل لا يصدق,35322,إطلاق العنان للإرهابيين على إيران للإطاحة بحكومتها ليس فقط غير قانوني وغير أخلاقي إنه أيضا غبي بشكل لا يصدق,91.0,107.0
569,13,28,Loaded Language,كارثة بعد كارثة,35323,كانت النتائج كارثة بعد كارثة,13.0,28.0
570,70,74,Loaded Language,عنيف,35324,في خطاب ألقاه مؤخرا إلى منظمة مجاهدي خلق وهي طائفة إسلامية ماركسية عنيفة أمضت عقدين على قائمة مراقبة الإرهاب الأمريكية وعد جولياني بأن إدارة ترامب جعلت تغيير النظام أولوية بالنسبة لإيران,67.0,71.0
571,0,20,Doubt,كيف تم ذلك في ليبيا,35325,كيف تم ذلك في ليبيا,0.0,19.0
572,0,112,Doubt,هل يعتقد أي شخص حقا أن إيران ستكون في وضع أفضل إذا وضع ترامب مجموعة من الإرهابيين السابقين مسؤولين عن البلاد,35327,هل يعتقد أي شخص حقا أن إيران ستكون في وضع أفضل إذا وضع ترامب مجموعة من الإرهابيين السابقين مسؤولين عن البلاد,0.0,108.0
573,0,95,Appeal to fear/prejudice,نحن بحاجة إلى القلق بشأن رد الفعل السلبي من سياسة الرئيس ترامب الجديدة بالكامل في الشرق الأوسط,35328,نحن بحاجة إلى القلق بشأن رد الفعل السلبي من سياسة الرئيس ترامب الجديدة بالكامل في الشرق الأوسط,0.0,94.0
574,0,23,Appeal to fear/prejudice,هذا هو التهديد الحقيقي,35329,هذا هو التهديد الحقيقي,0.0,22.0
575,169,173,Loaded Language,صريح,35337,إنهم يتأكدون من أن التعاليم الإسلامية في هذه الكتب المدرسية تقدم صورة عن الإسلام نقية ومبيضة لدرجة أنها تتخطى أحيانا الحدود من مجرد تحيز مؤيد للمسلمين إلى تبشير إسلامي صريح,168.0,172.0
576,71,76,Loaded Language,بحماس,35338,إن المحرمات المتعلقة بتعليم الدين في المدارس العامة والتي تم تأسيسها بحماسة وحمايتها من الصلاة المسيحية من قبل الاتحاد الأمريكي للحريات المدنية والمحكمة العليا على مدى العقود القليلة الماضية يتم وضعها جانبا بشكل متزايد في المدارس العامة الأمريكية حيث غالبا ما تتجاوز العروض التقديمية للإسلام الخط الفاصل بين التدريس حقائق حول الدين وتعليم الدين كحقيقة,69.0,74.0
577,81,101,Presenting Irrelevant Data (Red Herring),الإسلاميين المتطرفين,35339,وأضاف الوالد ستيف ألسوب بدا الأمر وكأنه نصف الحقيقة بالنسبة لي لم يتحدثوا عن الإسلاميين المتطرفين قال كيم إمبري المتحدث باسم مدارس والتون كاونتي العامة بشكل مكشوف نحن ندرس نفس الأشياء التي يدرسها الآخرون,77.0,97.0
578,98,107,Loaded Language,غير مقبول,35341,لم تكن لدي مشكلة في تدريس تاريخ الإسلام لكن الذهاب إلى أبعد من ذلك لجعل طفلي يكتب الشهادة أمر غير مقبول لاحظت أم أخرى براندي بورترفيلد لقد أزعجني حقا أنهم تخطوا الفصل بأكمله عن صعود المسيحية وأمضوا ثلاثة أسابيع فقط في دراسة الإسلام تحدثت مع المعلم والمدير قالت,94.0,103.0
579,20,24,Exaggeration/Minimisation,أغبى,35345,يجب أن يكون إما أحد أغبى الأعمال التي يمكنني تذكرها أو خطة شريرة للغاية من قبل المحافظين الجدد في واشنطن لتخريب محادثات السلام الكورية,20.0,24.0
580,36,47,Name calling/Labeling,الأخ الأكبر,35346,وإلا كيف يمكن وصف القرار الذي اتخذه الأخ الأكبر الولايات المتحدة وصديق كوريا الجنوبية الصاعد لإجراء تدريبات جوية كبرى على حدود كوريا الشمالية,36.0,47.0
581,25,29,Name calling/Labeling,شائك,35347,كان الكوريون الشماليون الشائكون يتمتعون بنوبة بالطبع كما هو الحال دائما عندما تستعرض الولايات المتحدة عضلاتها على حدودها,25.0,29.0
582,27,31,Loaded Language,غاضب,35348,وألغى الكوريون الشماليون الغاضبون محادثات السلام المستمرة بين الكوريتين الجنوبية والشمالية والتي كانت مقررة هذا الأسبوع,27.0,31.0
583,34,50,Loaded Language,أكل الرمل وموت,35352,في سياسة يمكن للمرء أن يطلق عليها أكل الرمل وموت طالب ترامب إيران ليس فقط بالتخلي عن أي وجميع القدرات النووية إيران ليس لديها أسلحة نووية ولكن أيضا التخلص من صواريخها متوسطة المدى المسلحة وغير النووية والتوقف عن دعم الفلسطينيين حزب الله في لبنان والحوثيين في اليمن يتدحرجوا ويكونوا طيبين لا يفعلوا شيئا لإغضاب إسرائيل والانسحاب من سوريا,34.0,48.0
584,15,24,Loaded Language,ضجة كبيرة,35355,تم التسليم وسط ضجة كبيرة ثم هاجمت الولايات المتحدة وفرنسا وبريطانيا ليبيا وأطاحت بالقذافي,15.0,24.0
585,0,50,Doubt,هل هذا ما يفكر فيه بولتون بالنسبة لكوريا الشمالية,35357,هل هذا ما يفكر فيه بولتون بالنسبة لكوريا الشمالية,0.0,49.0
586,0,30,Doubt,هل تورط ترامب في هذه المؤامرة,35359,هل تورط ترامب في هذه المؤامرة,0.0,29.0
587,134,145,Black-and-white Fallacy/Dictatorship,الحل الوحيد,35362,وستستهدف أولا العاملين الصحيين والمخالطين للمرضى ومخالطي المخالطين حذرت منظمة الصحة العالمية من وضع الإيبولا في الكونغو ويبدو أن الحل الوحيد لها هو لقاح تجريبي,129.0,140.0
588,38,42,Loaded Language,مرعب,35363,إذن هل وصل فيروس الإيبولا إلى مستوى مرعب بما يكفي للحصول على لقاح تجريبي,36.0,40.0
589,105,118,Loaded Language,الخطر المزدوج,35370,ينظر الكثيرون إلى قضية هاموند في الغرب بل وفي جميع أنحاء البلاد على أنها إجهاض واضح للعدالة أقرب إلى الخطر المزدوج,101.0,114.0
590,65,69,Exaggeration/Minimisation,هاجم,35376,في وثيقته الأخيرة ظاهريا عن القداسة هاجم البابا الرغبة الدينية في الصمت والعزلة في أن يكون وحيدا مع الله في الصلاة باحثا عن الوحدة معه قائلا في الجوهر إن الحياة المسيحية بطبيعتها تدور حول المجتمع النضال حول المادية والنهايات الدنيوية,36.0,40.0
591,222,226,Loaded Language,هزيل,35385,وبالطبع نحن نتحدث عن أولويات البابا الذي قال إن رؤية مجتمع ترميمي يتمتع بعدد كبير من المهن يجعله قلقا يبدو أن هذا القلق كان خطيرا بما يكفي لدفعه إلى نسف واحدة من أكثر المجتمعات ازدهارا في الكنيسة الحديثة الشبح الهزيل للرهبان الفرنسيسكان وأخوات الطاهر يطارد هذه الوثيقة,212.0,216.0
592,156,159,Loaded Language,نسف,35385,وبالطبع نحن نتحدث عن أولويات البابا الذي قال إن رؤية مجتمع ترميمي يتمتع بعدد كبير من المهن يجعله قلقا يبدو أن هذا القلق كان خطيرا بما يكفي لدفعه إلى نسف واحدة من أكثر المجتمعات ازدهارا في الكنيسة الحديثة الشبح الهزيل للرهبان الفرنسيسكان وأخوات الطاهر يطارد هذه الوثيقة,149.0,152.0
593,149,155,Loaded Language,انقراض,35390,المفارقة بالطبع مدمجة لأن هذه الوثيقة تهدف إلى أن تكون كتلة تقطيع قانونية لحل أي منزل للراهبات التأملات التي يحكم عليها بأنها تحوم على حافة الانقراض أو لسبب آخر في حاجة إلى يقطع,142.0,148.0
594,143,148,Loaded Language,كارثي,35391,عندما تظهر لغة النفعية في وثائق الفاتيكان كمعايير إرشادية للحياة الدينية التأملية يجب على المرء أن يتساءل في أي نقطة خرج المشروع بأكمله بشكل كارثي عن القضبان,141.0,146.0
595,0,4,Appeal to fear/prejudice,احذر,35393,احذروا هجمات الأسلحة الصوتية كما تقول الولايات المتحدة للمواطنين في الصين,0.0,4.0
596,36,49,Name calling/Labeling,جواسيس الجهاد,35396,لا عجب أن الديمقراطيين حاولوا إخراج جواسيس الجهاد هؤلاء من البلاد,36.0,49.0
597,264,272,Name calling/Labeling,أنت كاذب,35397,بعد أن هدد مساعد تكنولوجيا المعلومات الديمقراطي السابق عمران أوان زوجة أبيه بعدم التحدث إلى الشرطة تم الوصول إلى حساب بريدها الإلكتروني بطرق مشبوهة واكتشف محامي أحد أشقاء أوان أنها راسلت مكتب التحقيقات الفيدرالي بالبريد الإلكتروني في تواريخ محددة وانتقدها أنت أنت كاذب أليس كذلك بعد أيام من ذلك تم استنزاف حساب مصرفي تسيطر عليه زوجة الأب بالكامل تقريبا من خلال دفعة لأخي عمران عابد عوان كما تظهر السجلات المصرفية لكنها قالت إنها تخشى توجيه اتهامات جنائية لأنها تدعي أنه هددها,260.0,268.0
598,0,32,Doubt,سيدتي لقد كذبت علي أليس كذلك,35398,سيدتي لقد كذبت علي أليس كذلك,0.0,28.0
599,36,48,Loaded Language,قبل أن أنفجر,35399,أعتقد أننا بحاجة لأخذ قسط من الراحة قبل أن أنفجر,36.0,48.0
600,0,24,Doubt,لقد كذبت علي أليس كذلك,35400,لقد كذبت علي أليس كذلك,0.0,22.0
601,51,90,Exaggeration/Minimisation,أكبر قصة خيانة وتجسس في الذاكرة الحديثة,35401,تواطؤ القيادة الديموقراطية مع الجواسيس المسلمين هو أكبر قصة خيانة وتجسس في الذاكرة الحديثة ومع ذلك لشهر بعد شهر رفضت وسائل الإعلام تغطيتها,51.0,90.0
602,42,53,Loaded Language,أغراض شائنة,35402,وجد محققو البيت أن خادم البيت كان يستخدم لأغراض شائنة كان الجواسيس المسلمون المزعومون يحذفون المعلومات ويرسلونها إلى جهات أجنبية,42.0,53.0
603,0,31,Appeal to fear/prejudice,يجب على الكونجرس التحقيق والعمل,35404,يجب على الكونجرس التحقيق والعمل,0.0,31.0
604,0,14,Thought-terminating cliché,لم يكن في ذهني,35405,لم يكن في ذهني,0.0,14.0
605,344,363,Slogans,أوقفوا أسلمة أمريكا,35406,هذا أمر مخيف لكنه شائع في جميع أنحاء البلاد ذكرت مؤسسة أن مدرسة في ويست فيرجينيا توجه طلاب المرحلة الإعدادية لكتابة المهنة الإسلامية للدين ظاهريا لممارسة فن الخط يجبر الطلاب على كتابة الشهادة التي تنص على لا إله إلا الله ومحمد رسول الله وهذا بالضبط ما حذرت منه في كتابي أوقفوا أسلمة أمريكا دليل عملي إلى المقاومة في باب مساجد المدارس الرسمية من أجل اعتناق الإسلام يقول المرء الشهادة,270.0,289.0
606,357,363,Flag-waving,أمريكا,35406,هذا أمر مخيف لكنه شائع في جميع أنحاء البلاد ذكرت مؤسسة أن مدرسة في ويست فيرجينيا توجه طلاب المرحلة الإعدادية لكتابة المهنة الإسلامية للدين ظاهريا لممارسة فن الخط يجبر الطلاب على كتابة الشهادة التي تنص على لا إله إلا الله ومحمد رسول الله وهذا بالضبط ما حذرت منه في كتابي أوقفوا أسلمة أمريكا دليل عملي إلى المقاومة في باب مساجد المدارس الرسمية من أجل اعتناق الإسلام يقول المرء الشهادة,283.0,289.0
607,47,51,Loaded Language,فاضح,35407,ليس ريتش بينكوسكي أول من احتج على هذا الخضوع الفاضح لأكثر الأيديولوجية شراسة ووحشية على وجه الأرض,47.0,51.0
608,53,97,Exaggeration/Minimisation,أكثر الأيديولوجية شراسة ووحشية على وجه الأرض,35407,ليس ريتش بينكوسكي أول من احتج على هذا الخضوع الفاضح لأكثر الأيديولوجية شراسة ووحشية على وجه الأرض,53.0,97.0
609,66,69,Appeal to fear/prejudice,قتل,35411,هددت طالبة في المدرسة بإقناع أصدقائها البالغين بالحضور إلى منزلي وقتلي عن طريق طعني في صدري وتمزيق أعضائي,66.0,69.0
610,93,105,Appeal to fear/prejudice,تمزيق أعضائي,35411,هددت طالبة في المدرسة بإقناع أصدقائها البالغين بالحضور إلى منزلي وقتلي عن طريق طعني في صدري وتمزيق أعضائي,93.0,105.0
611,84,90,Loaded Language,شيطاني,35412,أخبرت طالبة أخرى ابنتي أنها والطالبة الأولى وأصدقائها الكبار سيقتلونني ويحفرون نجمة شيطانية في صدري وينزعون أعضائي,84.0,90.0
612,51,62,Flag-waving,مشكلة وطنية,35414,وهي مشكلة ليست فقط في ولاية فرجينيا الغربية إنها مشكلة وطنية,49.0,60.0
613,0,32,Doubt,هل المسؤول الرئيسي يعمل على هذا,35415,هل المسؤول الرئيسي يعمل على هذا,0.0,31.0
614,0,27,Doubt,وهل للشرطة أي مصلحة في ذلك,35416,وهل للشرطة أي مصلحة في ذلك,0.0,26.0
615,0,32,Doubt,أم أن ذلك سيكون إسلاموفوكسبيك,35417,أم أن ذلك سيكون إسلاموفوكسبيك,0.0,29.0
616,0,36,Name calling/Labeling,الديموقراطيون مجرمون وخائنون وفاسدون,35419,الديموقراطيون مجرمون وخائنون وفاسدون,0.0,36.0
617,0,26,Loaded Language,هيلبنت لتدمير الرئيس ترامب,35421,هيلبنت لتدمير الرئيس ترامب يكدحون في الروايات السوفيتية ويقذفون القصص الإباحية,0.0,26.0
618,21,28,Doubt,بالصدفة,35422,أعطت شرطة الكابيتول بالصدفة كنزا من الأدلة لمحامي الدفاع عن جاسوس تكنولوجيا المعلومات المسلم,20.0,27.0
619,0,12,Loaded Language,لون لي متشكك,35423,لون لي متشكك,0.0,12.0
620,7,24,Exaggeration/Minimisation,أقوى الديمقراطيين,35424,ويواصل أقوى الديمقراطيين حماية الخيانة الجهادية,7.0,24.0
621,33,45,Loaded Language,خيانة الجهاد,35424,ويواصل أقوى الديمقراطيين حماية الخيانة الجهادية,33.0,45.0
622,51,90,Exaggeration/Minimisation,أكبر قصة خيانة وتجسس في الذاكرة الحديثة,35425,تواطؤ القيادة الديموقراطية مع الجواسيس المسلمين هو أكبر قصة خيانة وتجسس في الذاكرة الحديثة,51.0,90.0
623,42,53,Loaded Language,أغراض شائنة,35427,وجد محققو البيت أن خادم البيت كان يستخدم لأغراض شائنة وأن الجواسيس المسلمين المزعومين كانوا يحذفون المعلومات ويرسلونها إلى جهات أجنبية,42.0,53.0
624,58,85,Name calling/Labeling,الجواسيس المسلمين المزعومين,35427,وجد محققو البيت أن خادم البيت كان يستخدم لأغراض شائنة وأن الجواسيس المسلمين المزعومين كانوا يحذفون المعلومات ويرسلونها إلى جهات أجنبية,58.0,85.0
625,121,145,Exaggeration/Minimisation,لقد كان غاضبا جدا جدا,35432,جاء الشرطي إلى مكتب محامي دفاع أوان كريس جوين ومعه كومة من الأوراق ثم عاد وقال اعتقدت أنكم أنتم الطرف الآخر لقد كان غاضبا جدا جدا,108.0,129.0
626,0,159,Doubt,لم تقم شرطة الكابيتول باعتقالات على الرغم من وجود العديد من الأعلام الحمراء ثم قدمت عن غير قصد أدلة لمحامي دفاع كان من المفترض أن يذهبوا إلى النيابة العامة,35433,لم تقم شرطة الكابيتول باعتقالات على الرغم من وجود العديد من الأعلام الحمراء ثم قدمت عن غير قصد أدلة لمحامي دفاع كان من المفترض أن يذهبوا إلى النيابة العامة,0.0,155.0
627,0,10,Name calling/Labeling,جهاد رمضان,35437,جهاد رمضان حصيلة القتلى حتى الآن,0.0,10.0
628,50,76,Loaded Language,الجهاد والموت في سبيل الله,35439,شرحته جماعة جهادية في عام شهر رمضان هو شهر الجهاد والموت في سبيل الله,43.0,69.0
629,95,125,Loaded Language,النسيج الديني للحياة الأمريكية,35440,في المقابل أصدر الرئيس ترامب بيانا قال فيه إن رمضان يذكرنا بالثراء الذي يضيفه المسلمون إلى النسيج الديني للحياة الأمريكية,91.0,121.0
630,0,65,Causal Oversimplification,توضح معتقدات الإسلام الأساسية أن العبارة الأخيرة أقرب إلى الحقيقة,35441,توضح معتقدات الإسلام الأساسية أن العبارة الأخيرة أقرب إلى الحقيقة,0.0,65.0
631,0,51,Causal Oversimplification,وبذلك فإن قتل الكفار لا يتعارض مع روح رمضان يجسدها,35444,وبذلك فإن قتل الكفار لا يتعارض مع روح رمضان يجسدها,0.0,50.0
632,12,25,Loaded Language,العمى المتعمد,35454,ومع استمرار العمى المتعمد في رمضان سيموت المزيد من الكفار,12.0,25.0
633,5,10,Loaded Language,كارثة,35458,هذه كارثة,4.0,9.0
634,125,129,Loaded Language,سخيف,35459,وتشير إلى الطول الطويل لتكوين الراهبات الجدد ست سنوات سابقا للكرمليين وتحت حكم كور أورانس الآن تسع سنوات باعتباره أمرا سخيفا قائلة إنه سيميل إلى إعاقة المهن الجديدة,119.0,123.0
635,46,50,Name calling/Labeling,طغاة,35460,لكن علامات رفض البرنامج هذه هي التي أثارت غضب طغاة النموذج الجديد الذين لن يهدأوا بالراحة حتى يتم اختيار كل بيت فردي للحياة الدينية وتخريبه إلى الأيديولوجية الجديدة,46.0,50.0
636,7,18,Loaded Language,دوامة الموت,35461,هذه هي دوامة الموت,7.0,18.0
637,94,129,Loaded Language,صقيع الشتاء الدائم للفاتيكان الثاني,35462,إن براعم الأمل الخضراء الصغيرة التي ابتهج العالم الكاثوليكي المخلص برؤيتها ستعود مرة أخرى إلى صقيع الشتاء الدائم للفاتيكان الثاني,94.0,129.0
638,20,24,Loaded Language,مخيف,35465,أقارن هذا التعليق المخيف بتلك الواردة من الرجل المسؤول مباشرة عن الكاردينال جواو براز دي أفيز المحافظ البرازيلي لمجمع معاهد الحياة المكرسة وجمعيات الحياة الرسولية في خطاب ألقاه أمام مديري التنشئة الدينية في عام الذي عرض فيه بوضوح ما كان سيأتي في هذا التشريع بعد سنوات,20.0,24.0
639,73,82,Loaded Language,غير مسبوق,35469,في الواقع كما قالت صحيفة ناشيونال كاثوليك ريبورتر الاجتماع نفسه كان غير مسبوق حيث تم جمع من منسقي الحياة الدينية من قبل مجمع المصلين من أجل الاستماع إلى أوامر المسيرة الجديدة,68.0,77.0
640,41,64,Loaded Language,الخسارة الكاملة لحقوقنا,35470,الشيء الآخر المدهش للغاية بالنسبة لي هو الخسارة الكاملة لحقوقنا,40.0,63.0
641,46,50,Loaded Language,سخيف,35471,ليس لدي أي فكرة عن كيفية تنفيذ كل هذه الخطط السخيفة ل التشكيل المستمر,46.0,50.0
642,0,20,Appeal to fear/prejudice,سيكونون خارج الكنيسة,35474,سيكونون خارج الكنيسة,0.0,20.0
643,115,120,Loaded Language,كارثي,35475,بالنظر إلى أن هذا كان عام فمن الواضح أن خطط إجبار جميع الأديرة التأملية في العالم على هذا القالب الأوروبي الكارثي كانت جارية قبل وقت طويل من تفكير البابا بنديكت في الاستقالة,108.0,113.0
644,6,29,Loaded Language,الانقراض المنظم والمنظم,35480,حكاية الانقراض المنظم والمنظم,6.0,29.0
645,0,22,Doubt,ماذا يدخن هؤلاء الناس,35483,ماذا يدخن هؤلاء الناس,0.0,21.0
646,49,52,Loaded Language,هدم,35484,كانت المهمة الأولى التي كلفها فرانسيس كاربالو هي هدم الرهبان الفرنسيسكان من الطاهر,49.0,52.0
647,92,95,Loaded Language,مهم,35489,في حين أن المدارس الحكومية وحتى العديد من المدارس الخاصة تتظاهر بأن الدين لم يلعب دورا مهما في التاريخ فإن منهجي يتناول الدور الحاسم الذي لعبه الدين في تطور الحضارة الغربية,87.0,90.0
648,0,64,Causal Oversimplification,لقد استخدموني كمثال بسبب رد الفعل العنيف على هيلاري كلينتون,35491,لقد استخدموني كمثال بسبب رد الفعل العنيف على هيلاري كلينتون,0.0,59.0
649,30,37,Flag-waving,حكومتنا,35492,لقد عومل بشكل غير عادل من قبل حكومتنا,30.0,37.0
650,21,43,Exaggeration/Minimisation,الإمبراطورية السوفيتية,35496,ثانيا أزال انهيار الإمبراطورية السوفيتية والاتحاد السوفيتي قضية الحزب الموحدة الكبرى من أيزنهاور إلى بوش الأول الحرب الباردة,18.0,40.0
651,12,21,Name calling/Labeling,الترامبية,35497,وإذا لم تكن الترامبية هي مستقبل الحزب الجمهوري فمن الصعب رؤية الشكل الذي قد يبدو عليه جدول أعمال الحزب الجمهوري الواعد,12.0,21.0
652,1,120,Black-and-white Fallacy/Dictatorship,إذا لم تكن الترامبية هي مستقبل الحزب الجمهوري فمن الصعب رؤية الشكل الذي قد يبدو عليه جدول أعمال الحزب الجمهوري الواعد,35497,وإذا لم تكن الترامبية هي مستقبل الحزب الجمهوري فمن الصعب رؤية الشكل الذي قد يبدو عليه جدول أعمال الحزب الجمهوري الواعد,1.0,118.0
653,42,51,Name calling/Labeling,المتعصبين,35499,سوف ينظر المؤرخون بذهول إلى الوراء كيف أن المتعصبين للتجارة الحرة في أمريكا قد تخلوا عن أكبر قاعدة تصنيع شهدها العالم على الإطلاق كما نقلوا بإقرار من القرنين الثامن عشر والتاسع عشر الذين أدت أفكارهم الكثير لإسقاط بلدهم بريطانيا العظمى,42.0,51.0
