id,technique,variation_num,original_text,augmented_text,words_replaced,replacement_ratio,is_taken,need_modify,modified_text,Unnamed: 7,id_taken,Unnamed: 10
1.39e+18,Loaded Language,2,انهيار,تضعضع,1,100.00%,,,تضعضع,,,
1.39e+18,Loaded Language,3,انهيار,هزيمة,1,100.00%,,,هزيمة,,,
1.39e+18,Loaded Language,4,انهيار,انكسار,1,100.00%,,,انكسار,,,
1.39e+18,Loaded Language,1,الخطر الشديد,الخوف شديد قوة,2,66.70%,,,الخوف شديد قوة,,,
1.39e+18,Loaded Language,2,الخطر الشديد,الحرج عنيف,2,100.00%,,,الحرج عنيف,,,
1.39e+18,Loaded Language,3,الخطر الشديد,الأذى عتيد,2,100.00%,,,الأذى عتيد,,,
1.39e+18,Loaded Language,4,الخطر الشديد,المجازفة عنيف,2,100.00%,,,المجازفة عنيف,,,
1.39e+18,Loaded Language,5,الخطر الشديد,الخطر قاس,1,50.00%,,,الخطر قاس,,,
1.39e+18,Loaded Language,6,الخطر الشديد,التهديد عنفوان,2,100.00%,,,التهديد عنفوان,,,
1.39e+18,Loaded Language,1,العاصفة,سَيْل,1,100.00%,,,سَيْل,,,
1.39e+18,Loaded Language,2,العاصفة,زوْبَعة,1,100.00%,,,زوْبَعة,,,
1.39e+18,Loaded Language,3,العاصفة,طَوْفان,1,100.00%,,,طَوْفان,,,
1.39e+18,Loaded Language,4,العاصفة,سَحْن,1,100.00%,,,سَحْن,,,
1.39e+18,Name calling/Labeling,1,الوضع الوبائي,المِحنة مُستَشْرى,2,100.00%,,,المِحنة مُستَشْرى,,,
1.39e+18,Name calling/Labeling,2,الوضع الوبائي,الحالة أَسْرِىّ,2,100.00%,,,الحالة أَسْرِىّ,,,
1.39e+18,Name calling/Labeling,3,الوضع الوبائي,الموقف وبائي,1,50.00%,,,الموقف وبائي,,,
1.39e+18,Name calling/Labeling,4,الوضع الوبائي,الحالة طاعونى,2,100.00%,,,الحالة طاعونى,,,
1.39e+18,Name calling/Labeling,5,الوضع الوبائي,المِحنة وبائى,2,100.00%,,,المِحنة وبائى,,,
1.39e+18,Name calling/Labeling,6,الوضع الوبائي,الوضع طاعونى,1,50.00%,,,الوضع طاعونى,,,
1.35e+18,Loaded Language,1, لإنقاذ,إنقاذاً,1,100.00%,,,إنقاذاً,,,
1.35e+18,Loaded Language,2, لإنقاذ,إغاثة,1,100.00%,,,إغاثة,,,
1.35e+18,Loaded Language,3, لإنقاذ,فكاك,1,100.00%,,,فكاك,,,
1.35e+18,Loaded Language,4, لإنقاذ,نجاح,1,100.00%,,,نجاح,,,
1.35e+18,Loaded Language,5, لإنقاذ,تخصيص,1,100.00%,,,تخصيص,,,
1.35e+18,Loaded Language,1,الفوضى,الفوضوية,1,100.00%,,,الفوضوية,,,
1.35e+18,Loaded Language,2,الفوضى,العبث,1,100.00%,,,العبث,,,
1.35e+18,Loaded Language,3,الفوضى,الإضطراب,1,100.00%,,,الإضطراب,,,
1.35e+18,Loaded Language,4,الفوضى,الاضطراب,1,100.00%,,,الاضطراب,,,
1.4e+18,Name calling/Labeling,1,القضية المنسية,الموضوع مخبوءة,2,100.00%,,,الموضوع مخبوءة,,,
1.4e+18,Name calling/Labeling,2,القضية المنسية,القضية مغيبة,1,50.00%,,,القضية مغيبة,,,
1.4e+18,Name calling/Labeling,3,القضية المنسية,المسألة منسية,1,50.00%,,,المسألة منسية,,,
1.4e+18,Name calling/Labeling,4,القضية المنسية,الدعوى مغيبة,2,100.00%,,,الدعوى مغيبة,,,
1.4e+18,Loaded Language,1,المحتلة,المسلوبة,1,100.00%,,,المسلوبة,,,
1.4e+18,Loaded Language,2,المحتلة,المغصوبة,1,100.00%,,,المغصوبة,,,
1.4e+18,Loaded Language,3,المحتلة,المُحتَسَبة,1,100.00%,,,المُحتَسَبة,,,
1.4e+18,Loaded Language,4,المحتلة,المقموعة,1,100.00%,,,المقموعة,,,
1.4e+18,Loaded Language,5,المحتلة,المُستَباحة,1,100.00%,,,المُستَباحة,,,
1.27e+18,Name calling/Labeling,1,شهداء,خُلّص,1,100.00%,,,خُلّص,,,
1.27e+18,Name calling/Labeling,2,شهداء,صِدّيقون,1,100.00%,,,صِدّيقون,,,
1.27e+18,Name calling/Labeling,3,شهداء,رُفَاة,1,100.00%,,,رُفَاة,,,
1.27e+18,Name calling/Labeling,4,شهداء,قُتلى,1,100.00%,,,قُتلى,,,
1.27e+18,Name calling/Labeling,5,شهداء,حَمَلةُ رَايَةٍ,1,50.00%,,,حَمَلةُ رَايَةٍ,,,
1.27e+18,Name calling/Labeling,6,شهداء,مَوْتَى في سَبيلِ لهِ,1,25.00%,,,مَوْتَى في سَبيلِ لهِ,,,
1.39e+18,Name calling/Labeling,1,الاحتلال,الاستحواذ,1,100.00%,,,الاستحواذ,,,
1.39e+18,Name calling/Labeling,2,الاحتلال,الاستعباد,1,100.00%,,,الاستعباد,,,
1.39e+18,Name calling/Labeling,3,الاحتلال,الاستيلاء,1,100.00%,,,الاستيلاء,,,
1.39e+18,Name calling/Labeling,4,الاحتلال,السيطرة,1,100.00%,,,السيطرة,,,
1.3e+18,Loaded Language,1,تتألم,تَكْتَئِبُ,1,100.00%,,,تَكْتَئِبُ,,,
1.3e+18,Loaded Language,2,تتألم,تَبْتَئِسُ,1,100.00%,,,تَبْتَئِسُ,,,
1.3e+18,Loaded Language,3,تتألم,تَتَوجَّعُ,1,100.00%,,,تَتَوجَّعُ,,,
1.3e+18,Loaded Language,4,تتألم,تَنْحَنِي بِأَلَمٍ,1,50.00%,,,تَنْحَنِي بِأَلَمٍ,,,
1.3e+18,Loaded Language,5,تتألم,تَتَجَهَّمُ,1,100.00%,,,تَتَجَهَّمُ,,,
1.3e+18,Loaded Language,6,تتألم,تَتَزَمَّقُ,1,100.00%,,,تَتَزَمَّقُ,,,
1.14e+18,Loaded Language,1,باهتة,مُتَبَاهِتة,1,100.00%,,,مُتَبَاهِتة,,,
1.14e+18,Loaded Language,2,باهتة,واهنة,1,100.00%,,,واهنة,,,
1.14e+18,Loaded Language,3,باهتة,مُغبَرة,1,100.00%,,,مُغبَرة,,,
1.38e+18,Loaded Language,1,طعنات,صَدْمات,1,100.00%,,,صَدْمات,,,
1.38e+18,Loaded Language,2,طعنات,نَزْفات,1,100.00%,,,نَزْفات,,,
1.38e+18,Loaded Language,3,طعنات,جروح,1,100.00%,,,جروح,,,
1.38e+18,Name calling/Labeling,1,العنف الأسري,الْقُوَّةُ الْعَمياءُ مُحْتجَر,2,66.70%,,,الْقُوَّةُ الْعَمياءُ مُحْتجَر,,,
1.38e+18,Name calling/Labeling,2,العنف الأسري,الْقُوَّةُ الْعَمياءُ أسري,1,33.30%,,,الْقُوَّةُ الْعَمياءُ أسري,,,
1.38e+18,Name calling/Labeling,3,العنف الأسري,الشِّدَّةُ مُكَبَّل,2,100.00%,,,الشِّدَّةُ مُكَبَّل,,,
1.38e+18,Name calling/Labeling,4,العنف الأسري,الْقُوَّةُ الْعَمياءُ حَبِيسُ,2,66.70%,,,الْقُوَّةُ الْعَمياءُ حَبِيسُ,,,
1.38e+18,Loaded Language,1,العنف,القمع,1,100.00%,,,القمع,,,
1.38e+18,Loaded Language,2,العنف,الفظاظة,1,100.00%,,,الفظاظة,,,
1.38e+18,Loaded Language,3,العنف,القساوة,1,100.00%,,,القساوة,,,
1.38e+18,Loaded Language,4,العنف,القهر,1,100.00%,,,القهر,,,
1.38e+18,Loaded Language,5,العنف,الغلظة,1,100.00%,,,الغلظة,,,
1.38e+18,Loaded Language,6,العنف,العنفوان,1,100.00%,,,العنفوان,,,
1.4e+18,Loaded Language,1,نجم,لامِع,1,100.00%,,,لامِع,,,
1.4e+18,Loaded Language,2,نجم,سَنَاء,1,100.00%,,,سَنَاء,,,
1.4e+18,Loaded Language,3,نجم,مُنِير,1,100.00%,,,مُنِير,,,
1.4e+18,Name calling/Labeling,1,"""العدل"" أداة ""الملك""",الاستقامة آلة صاحب سيادة,3,75.00%,,,الاستقامة آلة صاحب سيادة,,,
1.4e+18,Name calling/Labeling,2,"""العدل"" أداة ""الملك""",العَدالة آلة سلطان,3,100.00%,,,العَدالة آلة سلطان,,,
1.4e+18,Name calling/Labeling,3,"""العدل"" أداة ""الملك""",العدل جهاز رَّبّ,2,66.70%,,,العدل جهاز رَّبّ,,,
1.4e+18,Name calling/Labeling,4,"""العدل"" أداة ""الملك""",العدل مِعْوَل سلطان,2,66.70%,,,العدل مِعْوَل سلطان,,,
1.4e+18,Name calling/Labeling,5,"""العدل"" أداة ""الملك""",الاستقامة زِرّ مالك,3,100.00%,,,الاستقامة زِرّ مالك,,,
1.4e+18,Name calling/Labeling,6,"""العدل"" أداة ""الملك""",الإنصاف زِرّ حاكم,3,100.00%,,,الإنصاف زِرّ حاكم,,,
1.4e+18,Name calling/Labeling,1,المـ ـقاومة,المُـكَـمَّـلَـةُ مُوَاجَهَة,2,100.00%,,,المُـكَـمَّـلَـةُ مُوَاجَهَة,,,
1.4e+18,Name calling/Labeling,2,المـ ـقاومة,المـ مُجَابَهَة,1,50.00%,,,المـ مُجَابَهَة,,,
1.4e+18,Name calling/Labeling,3,المـ ـقاومة,المُـفْـتَـرَضَـةُ مُنَازَلَة,2,100.00%,,,المُـفْـتَـرَضَـةُ مُنَازَلَة,,,
1.4e+18,Name calling/Labeling,4,المـ ـقاومة,المُـسْـتَـوْجَـبَـةُ مُبَارَزَة,2,100.00%,,,المُـسْـتَـوْجَـبَـةُ مُبَارَزَة,,,
1.4e+18,Loaded Language,1,بتنسيق كامل,إعداد تامّ بدن,2,66.70%,,,إعداد تامّ بدن,,,
1.4e+18,Loaded Language,2,بتنسيق كامل,تجهيز مُتَمَكِّن,2,100.00%,,,تجهيز مُتَمَكِّن,,,
1.4e+18,Loaded Language,3,بتنسيق كامل,تدبير مُتَمَكِّن,2,100.00%,,,تدبير مُتَمَكِّن,,,
1.4e+18,Loaded Language,4,بتنسيق كامل,ترتيبات كامل,1,50.00%,,,ترتيبات كامل,,,
1.4e+18,Loaded Language,5,بتنسيق كامل,تنظيم كامل,1,50.00%,,,تنظيم كامل,,,
1.4e+18,Loaded Language,6,بتنسيق كامل,إعداد مُتَمِّم,2,100.00%,,,إعداد مُتَمِّم,,,
1.38e+18,Appeal to fear/prejudice,1,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأغدر في عالم كشف عن عَقِب فتية لكورونا,3,37.50%,1.0,1.0,الأشد ضرراً في العالم.. اكتشاف عن سلالة جديدة لكورونا,,,
1.38e+18,Appeal to fear/prejudice,2,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأشدّ ضررًا في عالم إماطة عن مَوْجُودَة حديثة لكورونا,4,44.40%,1.0,1.0,الأكثر خطورة في الدنيا العثور على عائلة جديدة لكورونا,,,
1.38e+18,Appeal to fear/prejudice,3,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأخطر في عالم تبيان عن سلالة جديدة طراز كارثة,3,33.30%,1.0,1.0,الأجدر بالخوف في العالم الاعلان عن سلالة جديدة لفيروس كورونا,,,
1.38e+18,Appeal to fear/prejudice,4,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأكثر خطورة في كون إيضاح عن أَصْل حديثة نشأة محنة,6,60.00%,1.0,1.0,الأشد خطورة في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Appeal to fear/prejudice,4,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأكثر خطورة في كون إيضاح عن أَصْل حديثة نشأة محنة,6,60.00%,1.0,1.0,المهلك في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Appeal to fear/prejudice,2,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأشدّ ضررًا في عالم إماطة عن مَوْجُودَة حديثة لكورونا,4,44.40%,1.0,1.0,الأكثر تهديدا في الدنيا العثور على عائلة جديدة لكورونا,,,
1.38e+18,Appeal to fear/prejudice,3,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأخطر في عالم تبيان عن سلالة جديدة طراز كارثة,3,33.30%,1.0,1.0,الأرعب في العالم الاعلان عن سلالة جديدة لفيروس كورونا,,,
1.38e+18,Appeal to fear/prejudice,4,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأكثر خطورة في كون إيضاح عن أَصْل حديثة نشأة محنة,6,60.00%,1.0,1.0,الأفظع في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Appeal to fear/prejudice,4,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأكثر خطورة في كون إيضاح عن أَصْل حديثة نشأة محنة,6,60.00%,1.0,1.0,الأشد وقعاً في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Loaded Language,1,الأخطر,الأشد ضرراً,1,50.00%,1.0,0.0,الأشد ضرراً,,,
1.38e+18,Loaded Language,2,الأخطر,الأفدح,1,100.00%,1.0,1.0,الأكثر خطورة,,,
1.38e+18,Loaded Language,3,الأخطر,الأجدر بالخوف,1,50.00%,1.0,0.0,الأجدر بالخوف,,,
1.38e+18,Loaded Language,4,الأخطر,الأشد خطورة,1,50.00%,1.0,0.0,الأشد خطورة,,,
1.38e+18,Loaded Language,5,الأخطر,المهلك,1,100.00%,1.0,0.0,المهلك,,,
1.38e+18,Loaded Language,2,الأخطر,الأفدح,1,100.00%,1.0,1.0,الأكثر تهديدا,,,
1.38e+18,Loaded Language,3,الأخطر,الأجدر بالخوف,1,50.00%,1.0,0.0,الأرعب,,,
1.38e+18,Loaded Language,4,الأخطر,الأشد خطورة,1,50.00%,1.0,0.0,الأفظع,,,
1.38e+18,Loaded Language,5,الأخطر,المهلك,1,100.00%,1.0,0.0,الأشد وقعاً,,,
1.38e+18,Exaggeration/Minimisation,1,"""الأخطر في العالم""",الأكثر تهديداً في عالم,1,25.00%,1.0,1.0,الأشد ضرراً في العالم,,,
1.38e+18,Exaggeration/Minimisation,2,"""الأخطر في العالم""",الأرعب في رَّحْبَة,2,66.70%,1.0,1.0,الأكثر خطورة في الدنيا,,,
1.38e+18,Exaggeration/Minimisation,3,"""الأخطر في العالم""",الأشد خطورة في رَّحْبَة,2,50.00%,1.0,1.0,الأجدر بالخوف في العالم,,,
1.38e+18,Exaggeration/Minimisation,4,"""الأخطر في العالم""",الأدهم في عالم,1,33.30%,1.0,1.0,الأشد خطورة في الكون,,,
1.38e+18,Exaggeration/Minimisation,5,"""الأخطر في العالم""",الأشد وقعاً في دُّنيا,2,50.00%,1.0,1.0,المهلك في الكون,,,
1.38e+18,Exaggeration/Minimisation,2,"""الأخطر في العالم""",الأرعب في رَّحْبَة,2,66.70%,1.0,1.0,الأكثر تهديدا في الدنيا,,,
1.38e+18,Exaggeration/Minimisation,3,"""الأخطر في العالم""",الأشد خطورة في رَّحْبَة,2,50.00%,1.0,1.0,الأرعب في العالم,,,
1.38e+18,Exaggeration/Minimisation,4,"""الأخطر في العالم""",الأدهم في عالم,1,33.30%,1.0,1.0,الأفظع في الكون,,,
1.38e+18,Exaggeration/Minimisation,5,"""الأخطر في العالم""",الأشد وقعاً في دُّنيا,2,50.00%,1.0,1.0,الأشد وقعاً في الكون,,,
1.38e+18,Name calling/Labeling,1,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأخطر في كَوْن إزاحة عن قَبيلَةٌ جديدة داهية,4,50.00%,1.0,1.0,الأشد ضرراً في العالم.. اكتشاف عن سلالة جديدة لكورونا,,,
1.38e+18,Name calling/Labeling,2,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأجَلّ في دُّنيا إزاحة عن خُلَّةٌ معاصرة لكورونا,5,62.50%,1.0,1.0,الأكثر خطورة في الدنيا العثور على عائلة جديدة لكورونا,,,
1.38e+18,Name calling/Labeling,3,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأخطر في فَضَاء تبيان عن قَبيلَةٌ جديدة جائحة,4,50.00%,1.0,1.0,الأجدر بالخوف في العالم الاعلان عن سلالة جديدة لفيروس كورونا,,,
1.38e+18,Name calling/Labeling,4,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأفظع في مَدَار كشف عن سِبْطٌ متجددة جائحة,5,62.50%,1.0,1.0,الأشد خطورة في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Name calling/Labeling,1,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأخطر في كَوْن إزاحة عن قَبيلَةٌ جديدة داهية,4,50.00%,1.0,1.0,المهلك في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Name calling/Labeling,2,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأجَلّ في دُّنيا إزاحة عن خُلَّةٌ معاصرة لكورونا,5,62.50%,1.0,1.0,الأكثر تهديدا في الدنيا العثور على عائلة جديدة لكورونا,,,
1.38e+18,Name calling/Labeling,3,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأخطر في فَضَاء تبيان عن قَبيلَةٌ جديدة جائحة,4,50.00%,1.0,1.0,الأرعب في العالم الاعلان عن سلالة جديدة لفيروس كورونا,,,
1.38e+18,Name calling/Labeling,4,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأفظع في مَدَار كشف عن سِبْطٌ متجددة جائحة,5,62.50%,1.0,1.0,الأفظع في الكون الكشف عن متحور جديد لكورونا,,,
1.38e+18,Name calling/Labeling,5,"""الأخطر في العالم"".. الكشف عن سلالة جديدة لكورونا",الأدهى في مَجَال تبيان عن فُصيلةٌ جديدة داهية,5,62.50%,1.0,1.0,الأشد وقعاً في الكون الكشف عن متحور جديد لكورونا,,,
1.4e+18,Loaded Language,1,قصف,مبـيد,1,100.00%,,,مبـيد,,,
1.4e+18,Loaded Language,2,قصف,هجـوم,1,100.00%,,,هجـوم,,,
1.4e+18,Loaded Language,3,قصف,امطـار,1,100.00%,,,امطـار,,,
1.4e+18,Loaded Language,4,قصف,غارة,1,100.00%,,,غارة,,,
1.4e+18,Name calling/Labeling,1,مستوطنة,مُعَسْكَر,1,100.00%,,,مُعَسْكَر,,,
1.4e+18,Name calling/Labeling,2,مستوطنة,مُتَوَطِّن,1,100.00%,,,مُتَوَطِّن,,,
1.4e+18,Name calling/Labeling,3,مستوطنة,مُستقَرّ,1,100.00%,,,مُستقَرّ,,,
1.4e+18,Name calling/Labeling,4,مستوطنة,مَحَلَّة,1,100.00%,,,مَحَلَّة,,,
1.4e+18,Name calling/Labeling,5,مستوطنة,مَقَرّ,1,100.00%,,,مَقَرّ,,,
1.4e+18,Name calling/Labeling,6,مستوطنة,مَوْئِل,1,100.00%,,,مَوْئِل,,,
1.39e+18,Name calling/Labeling,1,الشمال المحرر,فوق مؤلف,2,100.00%,,,فوق مؤلف,,,
1.39e+18,Name calling/Labeling,2,الشمال المحرر,الجهة كبدية منقح,2,66.70%,,,الجهة كبدية منقح,,,
1.39e+18,Name calling/Labeling,3,الشمال المحرر,مقابل منقح,2,100.00%,,,مقابل منقح,,,
1.39e+18,Name calling/Labeling,4,الشمال المحرر,الزواية باردة محرر نسخ,2,50.00%,,,الزواية باردة محرر نسخ,,,
1.39e+18,Name calling/Labeling,5,الشمال المحرر,مقابل محرر صحفي,2,66.70%,,,مقابل محرر صحفي,,,
1.39e+18,Loaded Language,1,المحرر,مبدع,1,100.00%,,,مبدع,,,
1.39e+18,Loaded Language,2,المحرر,خبير,1,100.00%,,,خبير,,,
1.39e+18,Loaded Language,3,المحرر,كاتب,1,100.00%,,,كاتب,,,
1.39e+18,Loaded Language,4,المحرر,محرر صحفي,1,50.00%,,,محرر صحفي,,,
1.39e+18,Loaded Language,5,المحرر,مؤلف,1,100.00%,,,مؤلف,,,
1.39e+18,Loaded Language,6,المحرر,باحث,1,100.00%,,,باحث,,,
1.39e+18,Name calling/Labeling,1,النظام,تَسَلسُل,1,100.00%,,,تَسَلسُل,,,
1.39e+18,Name calling/Labeling,2,النظام,تَنَاغُم,1,100.00%,,,تَنَاغُم,,,
1.39e+18,Name calling/Labeling,3,النظام,تَرْتِيب,1,100.00%,,,تَرْتِيب,,,
1.39e+18,Name calling/Labeling,4,النظام,انْضِبَاط,1,100.00%,,,انْضِبَاط,,,
1.39e+18,Name calling/Labeling,5,النظام,تَنْسِيق,1,100.00%,,,تَنْسِيق,,,
1.39e+18,Name calling/Labeling,6,النظام,سِلْسَبِيل,1,100.00%,,,سِلْسَبِيل,,,
1.39e+18,Loaded Language,1,غرس,أَنْبَتَ,1,100.00%,,,أَنْبَتَ,,,
1.39e+18,Loaded Language,2,غرس,فَتَل,1,100.00%,,,فَتَل,,,
1.39e+18,Loaded Language,3,غرس,زرع,1,100.00%,,,زرع,,,
1.39e+18,Loaded Language,4,غرس,دَرَس,1,100.00%,,,دَرَس,,,
1.37e+18,Doubt,1,"صحيفة تكشف عن التوصل لاتفاق لإعادة جثة الجاسوس ""كوهين"" من سوريا وأرملته تشكك",دورية ألقت ضوء عن تحقيق لاتفاق إعادة جُثْمَان/ جَسَد/ هَامَة/ رَمِيم/ مَيْتَة/ مُتَوَفًى/ مُفَارِق/ مُسَجًى/ مُضَجّى/ لَحْد سرِّي مدرس من سوريا وتَبَرْمَلَتِ تشكك,8,34.80%,1.0,1.0,"صحيفة ألق الضوء عن تحقيق اتفاق لإعادة جثة المخبر ""كوهين"" من سوريا وزوجته لا تصدق هذا",,,
1.37e+18,Doubt,2,"صحيفة تكشف عن التوصل لاتفاق لإعادة جثة الجاسوس ""كوهين"" من سوريا وأرملته تشكك",نشرة فضحت عن وصول إلى تآلف إعادة جثة جاسوس مرشد من سوريا وَحَدَها تردد,8,57.10%,1.0,1.0,"جريدة تكشف عن الوصول لاتفاق لإعادة جثة المتآمر ""كوهين"" من سوريا وأرملته لا تعتقد ذلك",,,
1.37e+18,Doubt,3,"صحيفة تكشف عن التوصل لاتفاق لإعادة جثة الجاسوس ""كوهين"" من سوريا وأرملته تشكك",صحن ألقت ضوء عن وصول اتساق تكرار جُثْمَان/ جَسَد/ هَامَة/ رَمِيم/ مَيْتَة/ مُتَوَفًى/ مُفَارِق/ مُسَجًى/ مُضَجّى/ لَحْد مُستطلع مبشر من سوريا اِسْتَرْمَلَتْ ريبة,10,43.50%,1.0,1.0,"صحيفة تظهر التوصل لاتفاق لإسترجاع جثمان المندس ""كوهين"" من لبنان وأرملته ترتاب",,,
1.37e+18,Doubt,4,"صحيفة تكشف عن التوصل لاتفاق لإعادة جثة الجاسوس ""كوهين"" من سوريا وأرملته تشكك",جريدة تكشف عن وصول تلاحم إعادة جُثْمَان/ جَسَد/ هَامَة/ رَمِيم/ مَيْتَة/ مُتَوَفًى/ مُفَارِق/ مُسَجًى/ مُضَجّى/ لَحْد مُتجسس كوهين من دِمَشْقُ وَحَدَها تشكك,8,36.40%,1.0,1.0,"جريدة توضح عن الوصول لصفقة لاسترجاع جسد الراصد ""كوهين"" من سوريا وزوجته لا تظن انه خبر صحيح",,,
1.37e+18,Doubt,5,"صحيفة تكشف عن التوصل لاتفاق لإعادة جثة الجاسوس ""كوهين"" من سوريا وأرملته تشكك",ورقة أبانت عن توصل لاتفاق إعادة صياغة جثة عميل مرشد من سوريا وآخَرَتْهُ شكوكية,7,50.00%,1.0,1.0,"صحيفة تكشف عن انجاز لاتفاق لإعادة جسد العميل ""كوهين"" من امريكا وأهله نكروا",,,
1.37e+18,Doubt,6,"صحيفة تكشف عن التوصل لاتفاق لإعادة جثة الجاسوس ""كوهين"" من سوريا وأرملته تشكك",صحيفة أظهرَ عن بلوغ تواؤم إعادة جُثْمَان/ جَسَد/ هَامَة/ رَمِيم/ مَيْتَة/ مُتَوَفًى/ مُفَارِق/ مُسَجًى/ مُضَجّى/ لَحْد جاسوس كوهين من دِمَشْقُ وأرملته ريبة,7,31.80%,1.0,1.0,"مواقع صحفية  تعلن عن التوصل لصفقة  لإعادة جثة العميل ""كوهين"" من فلسطين وأرملته تبدي ريبة",,,
1.37e+18,Name calling/Labeling,1,الجاسوس,المُخبر,1,100.00%,1.0,0.0,المخبر,,,
1.37e+18,Name calling/Labeling,2,الجاسوس,المندس,1,100.00%,1.0,0.0,المتآمر,,,
1.37e+18,Name calling/Labeling,3,الجاسوس,المخبر,1,100.00%,1.0,0.0,المندس,,,
1.37e+18,Name calling/Labeling,4,الجاسوس,الراصد,1,100.00%,1.0,0.0,الراصد,,,
1.37e+18,Name calling/Labeling,5,الجاسوس,العميل,1,100.00%,1.0,0.0,العميل,,,
1.4e+18,Doubt,1, اعتذار الحريري لم يكون هو الحل وآلية تشكيل الحكومات أصبح خطيراً ,تَحَسُّر لطيف لم يكون هو ـمَـخْـرَج آلية تحقيق تشكيل سلطات أصبح مهما,6,50.00%,1.0,1.0, تحسر الحريري ليس هو الحل وتدبير تكوين الحكومات أصبح رهيبا,,,
1.4e+18,Doubt,2, اعتذار الحريري لم يكون هو الحل وآلية تشكيل الحكومات أصبح خطيراً ,ندم لطيف لم يكون هو إفـلات آلية تطبيق تشكيل حكومات أصبح هائلا,5,41.70%,1.0,1.0, اعتذار رئيس الوزراء لم يكن المخرج للمشكلة وآلية تشكيل الحكومة أصبح جللا,,,
1.4e+18,Doubt,3, اعتذار الحريري لم يكون هو الحل وآلية تشكيل الحكومات أصبح خطيراً ,ندم ناعم لم يكون هو ـنـجـاة تقنيات تخطيط سلطات أصبح خطيرا,6,54.50%,1.0,1.0, لا يمكن ان يكون ندم الحريري هو الحل واجراءات تشكيل الحكومات صار جسيما,,,
1.4e+18,Doubt,4, اعتذار الحريري لم يكون هو الحل وآلية تشكيل الحكومات أصبح خطيراً ,تَرْجِيع منساب لم يكون هو حَـلّ آلية تحقيق تشكيل حكومات أصبح فادحا,5,41.70%,1.0,1.0, ندم الحريري لن يكون هو الحل وآلية اختيار اعضاء الحكومة أصبح مهولا ,,,
1.4e+18,Doubt,5, اعتذار الحريري لم يكون هو الحل وآلية تشكيل الحكومات أصبح خطيراً ,إقلاع حريري لم يكون هو حَـلّ آلية أداء تصميم حكومات أصبح مهما,5,41.70%,1.0,1.0, اعتذار الحريري ما كان هو الحل وآلية تشكيل الحكومات أصبح رهيبا ,,,
1.4e+18,Loaded Language,1,خطيراً,جسيما,1,100.00%,1.0,0.0,رهيبا,,,
1.4e+18,Loaded Language,2,خطيراً,فاديا,1,100.00%,1.0,0.0,جللا,,,
1.4e+18,Loaded Language,3,خطيراً,جسيمًا,1,100.00%,1.0,0.0,جسيما,,,
1.4e+18,Loaded Language,4,خطيراً,جللا,1,100.00%,1.0,0.0,جللا,,,
1.4e+18,Loaded Language,5,خطيراً,مهولا,1,100.00%,1.0,0.0,مهولا,,,
1.4e+18,Appeal to fear/prejudice,1,آلية تشكيل الحكومات أصبح خطيراً,وسيلة تشكيل قيادات أصبح خطيرا,2,40.00%,1.0,1.0,تدبير تكوين الحكومات أصبح رهيبا,,,
1.4e+18,Appeal to fear/prejudice,2,آلية تشكيل الحكومات أصبح خطيراً,تدبير تصميم حكومات أصبح رهيبا,3,60.00%,1.0,1.0,وآلية تشكيل الحكومة أصبح جللا,,,
1.4e+18,Appeal to fear/prejudice,3,آلية تشكيل الحكومات أصبح خطيراً,آلية تشكيل إدارات أصبح رهيبا,2,40.00%,1.0,1.0,واجراءات تشكيل الحكومات صار جسيما,,,
1.4e+18,Appeal to fear/prejudice,4,آلية تشكيل الحكومات أصبح خطيراً,إجراء صياغة سلطات أصبح جللا,4,80.00%,1.0,1.0,وآلية اختيار اعضاء الحكومة أصبح مهولا ,,,
