,Unnamed: 0,start,end,technique,text,full_text,id,start_new,end_new,augmented_text,augmented_full_text
1653,41,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في داهية وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في داهية وتدهس جمعا من الناس بسيارتها الفارهة
1654,6,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة مصرية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة مصرية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1655,54,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في حادثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في حادثة وتدهس جمعا من الناس بسيارتها الفارهة
1656,18,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة اسبانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة اسبانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1657,50,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في إبتلاء وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في إبتلاء وتدهس جمعا من الناس بسيارتها الفارهة
1658,11,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة عراقية  تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة عراقية  تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1659,35,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة اسرائيلية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة اسرائيلية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1660,36,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة صينية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة صينية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1661,58,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في فاجعة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في فاجعة وتدهس جمعا من الناس بسيارتها الفارهة
1663,53,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في حادث وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في حادث وتدهس جمعا من الناس بسيارتها الفارهة
1664,48,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في نازلة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في نازلة وتدهس جمعا من الناس بسيارتها الفارهة
1665,40,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في خطب وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في خطب وتدهس جمعا من الناس بسيارتها الفارهة
1666,49,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في نكبة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في نكبة وتدهس جمعا من الناس بسيارتها الفارهة
1667,31,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة امريكية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة امريكية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1668,19,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة إيطالية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة إيطالية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1669,21,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة فرنسية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة فرنسية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1670,22,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة يونانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة يونانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1671,34,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة إسرائيلية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة إسرائيلية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1672,4,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة اردنية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة اردنية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1673,64,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الراقية,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الراقية
1674,15,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة تونسية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة تونسية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1675,63,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفخمة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفخمة
1676,7,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة فلسطينية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة فلسطينية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1677,5,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة أردنية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة أردنية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1678,1,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,بنت سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد بنت سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1679,32,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة برازيلية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة برازيلية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1680,12,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة عمانية  تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة عمانية  تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1681,44,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في كرب وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كرب وتدهس جمعا من الناس بسيارتها الفارهة
1682,52,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في جائحة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في جائحة وتدهس جمعا من الناس بسيارتها الفارهة
1683,14,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة ليبية  تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة ليبية  تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1684,9,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة مغربية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة مغربية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1685,57,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في شدة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في شدة وتدهس جمعا من الناس بسيارتها الفارهة
1686,46,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في ملمة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في ملمة وتدهس جمعا من الناس بسيارتها الفارهة
1687,26,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة باكستانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة باكستانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1688,43,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في كربة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كربة وتدهس جمعا من الناس بسيارتها الفارهة
1689,2,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,صبية سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد صبية سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1690,59,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة سعودية تقع في فجيعة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في فجيعة وتدهس جمعا من الناس بسيارتها الفارهة
1691,25,5,66,Presenting Irrelevant Data (Red Herring),شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,1367143382750003203,5.0,66.0,شابة ايرانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,شاهد شابة ايرانية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
1692,69,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد بولونيا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد بولونيا العربية
1693,333,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في هنغاريا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في هنغاريا إلا بنهاية الاحتلال
1694,116,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد غينيا الإستوائيه,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد غينيا الإستوائيه العربية
1695,178,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في الارجنتين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في الارجنتين إلا بنهاية الاحتلال
1696,93,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد راوندا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد راوندا العربية
1697,338,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في الولايات المتحدة الاميركية إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في الولايات المتحدة الاميركية إلا بنهاية الاحتلال
1698,114,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد غانا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد غانا العربية
1699,176,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في ارجواي إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في ارجواي إلا بنهاية الاحتلال
1700,59,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد بلجيكا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد بلجيكا العربية
1701,190,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في اوستراليا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في اوستراليا إلا بنهاية الاحتلال
1702,253,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في تركيا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في تركيا إلا بنهاية الاحتلال
1703,104,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد السلفادور,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد السلفادور العربية
1704,278,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في السلفادور إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في السلفادور إلا بنهاية الاحتلال
1705,101,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد زيمبابوي,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد زيمبابوي العربية
1706,136,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد كينيا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد كينيا العربية
1707,117,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد غينيا الاستوائية,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد غينيا الاستوائية العربية
1708,339,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في أمريكا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في أمريكا إلا بنهاية الاحتلال
1709,132,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد كوستاريكا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد كوستاريكا العربية
1710,61,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد بنغلاديش,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد بنغلاديش العربية
1711,266,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في الدومنيكان إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في الدومنيكان إلا بنهاية الاحتلال
