,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
16,حادث الاعتداء على معلمات ب برج باجي مختار تلبية معظم المطالب المطروحة,5,13,Loaded Language,الاعتداء,7345,5.0,13.0,,حادث  على معلمات ب برج باجي مختار تلبية معظم المطالب المطروحة
17,شراهة الصين لاستيراد الفول السوداني نعمة على مزارعي السنغال ونقمة,3,14,Loaded Language,شراهة الصين,1391687348904087552,0.0,11.0,الصين هي الـ (غلوتونيز) من الصين.,الصين هي الـ (غلوتونيز) من الصين. لاستيراد الفول السوداني نعمة على مزارعي السنغال ونقمة
18,تهديدات علنية بالقتل وتباهي بنشر الإرهاب شخصيات موالية تنتقد اعتراض داعمي الأسد في لبنان,33,40,Loaded Language,الإرهاب,7071,33.0,40.0,,تهديدات علنية بالقتل وتباهي بنشر  شخصيات موالية تنتقد اعتراض داعمي الأسد في لبنان
19,ب برامليه فقط حول طفلا إلى أشلاء النظام يتحدث عن ضرر الحرب على الأطفال,16,42,Loaded Language,حول طفلا إلى أشلاء,1376217911711444993,14.0,32.0,تحويل طفل إلى قطع.,ب برامليه فقط تحويل طفل إلى قطع. النظام يتحدث عن ضرر الحرب على الأطفال
20,اصابات باقتحام الاحتلال لمخيم عايدة في بيت لحم واعتقال فلسطينيا بالضفة صحيفة الرأي الأردن,15,23,Loaded Language,الاحتلال,1400362027219095552,15.0,23.0,الهن مهنياً مهنياً مهنياً مهنياً,اصابات باقتحام الهن مهنياً مهنياً مهنياً مهنياً لمخيم عايدة في بيت لحم واعتقال فلسطينيا بالضفة صحيفة الرأي الأردن
21,الحياة متوقفة حدادا على من فقدوا حياتهم إضراب عام في كل المدن الفلسطينية تضامنا مع ضحايا قطاع غزة,85,90,Loaded Language,ضحايا,1394586057794981888,83.0,88.0,ضحايا الضحايا.,الحياة متوقفة حدادا على من فقدوا حياتهم إضراب عام في كل المدن الفلسطينية تضامنا مع ضحايا الضحايا. قطاع غزة
22,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية,46,52,Loaded Language,شهيدا,7039,46.0,51.0,(شديدة),قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده (شديدة) من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية
23,الوزير الأول اليوم الوطني للذاكرة يبقي مجازر ماي محفورة في ذاكرتنا,72,89,Loaded Language,محفورة في ذاكرتنا,1390983542763622400,49.0,66.0,إنها محفورة في ذاكرتنا,الوزير الأول اليوم الوطني للذاكرة يبقي مجازر ماي إنها محفورة في ذاكرتنا
24,فوق السلطة الإمارات تهنىء إيران برمضان وإسرائيل بالنكبة,52,58,Loaded Language,النكبة,7049,49.0,55.0,النكبة,فوق السلطة الإمارات تهنىء إيران برمضان وإسرائيل بالنكبة
25,لمشاركته في تدمير المشافي وصناعة المخدرات الصحة العالمية تنتخب النظام السوري لعضويتها التنفيذية,68,81,Loaded Language,النظام السوري,7274,63.0,76.0,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - _ _ _ - _ _ _ _ _ _ _,لمشاركته في تدمير المشافي وصناعة المخدرات الصحة العالمية تنتخب - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - _ _ _ - _ _ _ _ _ _ _ لعضويتها التنفيذية
26,أمير قطر نسعد في كل عام بتخريج نخبة من أبنائنا وبناتنا طلاب جامعة قطر ونحثهم على مواصلة بذل الجهد والعطاء للإسهام في تحقيق رؤية قطر الوطنية في بناء مستقبل مشرق لأجيال الحاضر والمستقبل,26,30,Loaded Language,نسعد,7275,9.0,13.0,نحن سعداء,أمير قطر نحن سعداء في كل عام بتخريج نخبة من أبنائنا وبناتنا طلاب جامعة قطر ونحثهم على مواصلة بذل الجهد والعطاء للإسهام في تحقيق رؤية قطر الوطنية في بناء مستقبل مشرق لأجيال الحاضر والمستقبل
27,عين اليمن من انتصر ومن تقهقر في معركة كسر العظم بصرواح الحقيقة كاملة,34,49,Loaded Language,معركة كسر العظم,1244219652357709824,32.0,47.0,معركة كسر العظمة,عين اليمن من انتصر ومن تقهقر في معركة كسر العظمة بصرواح الحقيقة كاملة
28,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف والإرهاب,126,131,Loaded Language,العنف,1397805231405142027,124.0,129.0,العنف,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف والإرهاب
29,نواكشوط تحضيرات باهتة لانطلاق الحملة الانتخابية,18,23,Loaded Language,باهتة,1136759124178472961,16.0,21.0,مُنَجِز. مُنَجِز. مُنَجِز.,نواكشوط تحضيرات مُنَجِز. مُنَجِز. مُنَجِز. لانطلاق الحملة الانتخابية
30,مراسلتنا مقتل شاب فلسطيني في رام الله برصاص قوات خاصة إسرائيلية,10,14,Loaded Language,مقتل,7097,9.0,13.0,جريمة قتل.,مراسلتنا جريمة قتل. شاب فلسطيني في رام الله برصاص قوات خاصة إسرائيلية
31,وسائل إعلام ثلثا مؤيدي الحزب الجمهوري لا يعتبرون فوز بايدن في الانتخابات شرعيا,74,79,Loaded Language,شرعيا,7342,73.0,78.0,من الناحية القانونية القانونية.,وسائل إعلام ثلثا مؤيدي الحزب الجمهوري لا يعتبرون فوز بايدن في الانتخابات من الناحية القانونية القانونية.
32,بمناسبة رمضان مدون أسترالي يدفع مشتريات الغرباء بالمتاجر هكذا يفاجئهم,66,74,Loaded Language,يفاجئهم,1387980029158641669,62.0,69.0,المفاجأت لهم.,بمناسبة رمضان مدون أسترالي يدفع مشتريات الغرباء بالمتاجر هكذا المفاجأت لهم.
33,عين اليمن من انتصر ومن تقهقر في معركة كسر العظم بصرواح الحقيقة كاملة,25,30,Loaded Language,تقهقر,1244219652357709824,23.0,28.0,تراجع.,عين اليمن من انتصر ومن تراجع. في معركة كسر العظم بصرواح الحقيقة كاملة
34,لا حياد مع الكيان الصهيوني الحياد يعني تسليم رقابنا لهذا العدو المجرم المقاومة ثم المقاومة ثم المقاومة وهلق شو,13,39,Loaded Language,لا حياد مع الكيان الصهيوني,1394010173098893317,0.0,26.0,لا حياد مع الكيان الصهيوني.,لا حياد مع الكيان الصهيوني. الحياد يعني تسليم رقابنا لهذا العدو المجرم المقاومة ثم المقاومة ثم المقاومة وهلق شو
35,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,21,27,Loaded Language,انهيار,1393972684304814081,17.0,23.0,إنهيار إنشطاري.,إصابة مستوطنا في إنهيار إنشطاري. منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد
37,عاجل سامح شكري لمجلس الأمن شهدنا استفزازات إسرائيلية غير مسبوقة في القدس,37,46,Loaded Language,استفزازات,1393948802860658688,33.0,42.0,الإثباتات القضائية.,عاجل سامح شكري لمجلس الأمن شهدنا الإثباتات القضائية. إسرائيلية غير مسبوقة في القدس
38,وزارة خارجية إثيوبيا تقول إن العقوبات الأمريكية الأخيرة لن تردعها مؤكدة رفضها تدخل واشنطن في شؤونها الداخلية,30,38,Loaded Language,العقوبات,7118,29.0,37.0,لجنة من طراز SISS,وزارة خارجية إثيوبيا تقول إن لجنة من طراز SISS الأمريكية الأخيرة لن تردعها مؤكدة رفضها تدخل واشنطن في شؤونها الداخلية
39,السودان الشقيق في قلوبنا أسأل الله العلي القدير أن يلطف بأهله الطيبين حتى في مسيرتي التعليمية تتلمذت على خيرة,30,36,Loaded Language,الشقيق,1302942095267844099,8.0,14.0,أخ أخ أخ و أخ و أخ و أخ و أخ و أخ,السودان أخ أخ أخ و أخ و أخ و أخ و أخ و أخ في قلوبنا أسأل الله العلي القدير أن يلطف بأهله الطيبين حتى في مسيرتي التعليمية تتلمذت على خيرة
40,بعد تبادل اطلاق النار الاطاحة برئيس عصابة خطير في مدينة العمارة أمن العراق السومرية,44,48,Loaded Language,خطير,1372878715730935812,42.0,46.0,خطيرة الخطورة.,بعد تبادل اطلاق النار الاطاحة برئيس عصابة خطيرة الخطورة. في مدينة العمارة أمن العراق السومرية
41,بيان ناري لسائرون ضد شركائها في البرلمان بعد فشل تمرير الموازنة,0,9,Loaded Language,بيان ناري,1376416027882491906,0.0,9.0,بيان الحريق.,بيان الحريق. لسائرون ضد شركائها في البرلمان بعد فشل تمرير الموازنة
42,في تطورات خطيرة طهران ترفض الوساطة الفرنسية وتهاجم أوروبا,10,15,Loaded Language,خطيرة,1359151022673973260,10.0,15.0,خطيرة الخطورة.,في تطورات خطيرة الخطورة. طهران ترفض الوساطة الفرنسية وتهاجم أوروبا
43,القضية المنسية الجعفري فلسطين بالنسبة لسوريا مثل هضبة الجولان المحتلة,69,76,Loaded Language,المحتلة,1397840252383989760,62.0,69.0,في الأراضي,القضية المنسية الجعفري فلسطين بالنسبة لسوريا مثل هضبة الجولان في الأراضي
44,لمشاركته في تدمير المشافي وصناعة المخدرات الصحة العالمية تنتخب النظام السوري لعضويتها التنفيذية,12,25,Loaded Language,تدمير المشافي,7274,12.0,25.0,تدمير المستشفيات,لمشاركته في تدمير المستشفيات وصناعة المخدرات الصحة العالمية تنتخب النظام السوري لعضويتها التنفيذية
45,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها,60,75,Loaded Language,المسالخ البشرية,1390879218125447169,53.0,68.0,المذابح البشرية.,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المذابح البشرية. أبرز ضحاياها
46,البحوث الفلكية المصري يحذر من وقوع زلزال في خليج السويس بسبب النشع البترولي,22,34,Loaded Language,يحذر من وقوع,7333,22.0,34.0,إنه يحذر من السقوط,البحوث الفلكية المصري إنه يحذر من السقوط زلزال في خليج السويس بسبب النشع البترولي
47,الم قاومة تخلد ذكرى الش هداء بصواريخ وأسلحة نوعية خلال معركة سيف القدس إليكم القصة فلسطين تنتصر,17,21,Loaded Language,تخلد,1396531706098851843,10.0,14.0,"""الدنيا""","الم قاومة ""الدنيا"" ذكرى الش هداء بصواريخ وأسلحة نوعية خلال معركة سيف القدس إليكم القصة فلسطين تنتصر"
48,لا حياد مع الكيان الصهيوني الحياد يعني تسليم رقابنا لهذا العدو المجرم المقاومة ثم المقاومة ثم المقاومة وهلق شو,70,82,Loaded Language,العدو المجرم,1394010173098893317,57.0,69.0,العدو الإجرامي,لا حياد مع الكيان الصهيوني الحياد يعني تسليم رقابنا لهذا العدو الإجرامي المقاومة ثم المقاومة ثم المقاومة وهلق شو
49,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,13,20,Loaded Language,التشبيح,7285,13.0,20.0,شبح.,بعد دورهم في شبح. العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات
50,الفصائل في غزة تهدد بالرد على أي تصعيد,17,21,Loaded Language,تهدد,7044,15.0,19.0,التهديد بالتهديد.,الفصائل في غزة التهديد بالتهديد. بالرد على أي تصعيد
52,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,91,96,Loaded Language,فبركة,7332,87.0,92.0,نعمة نعمة.,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان نعمة نعمة. إعلامية السعودية اليمن
53,بلحيمر دعم الجزائر للقضايا العادلة موقف ثابت لا و لن يخضع لأي ابتزاز أو ضغوط مهما كان مصدرها,91,96,Loaded Language,ضغوط,1380914356104228868,72.0,76.0,الضغط.,بلحيمر دعم الجزائر للقضايا العادلة موقف ثابت لا و لن يخضع لأي ابتزاز أو الضغط. مهما كان مصدرها
54,نأسف لتدمير برج الجلاء في غزة ضباط إسرائيليون رفيعو المستوى وصفوه ب الخطوة الخاطئة,7,12,Loaded Language,تدمير,7113,6.0,11.0,! تم تدميره!,نأسف ل! تم تدميره! برج الجلاء في غزة ضباط إسرائيليون رفيعو المستوى وصفوه ب الخطوة الخاطئة
55,عاجل الشرطة الفرنسية تلاحق عدد من النشطاء بعد دعوات لتنظيم مظاهرة في باريس للتنديد بالقصف على غزة,87,93,Loaded Language,بالقصف,1393551380493873158,83.0,89.0,بالتفجير.,عاجل الشرطة الفرنسية تلاحق عدد من النشطاء بعد دعوات لتنظيم مظاهرة في باريس للتنديد بالتفجير. على غزة
56,قضية بن بطوش مثقفون موريتانيون يدعون إسبانيا إلى تدبير الأزمة بحكمة,66,71,Loaded Language,بحكمة,1395707213323415557,62.0,67.0,حكمة.,قضية بن بطوش مثقفون موريتانيون يدعون إسبانيا إلى تدبير الأزمة حكمة.
57,وزير الخارجية الكويتي يجب التعاطي بحزم مع الاحتلال الإسرائيلي ومحاسبته على ممارساته,47,55,Loaded Language,الاحتلال,1397885446856884229,42.0,50.0,الهن مهنياً مهنياً مهنياً مهنياً,وزير الخارجية الكويتي يجب التعاطي بحزم مع الهن مهنياً مهنياً مهنياً مهنياً الإسرائيلي ومحاسبته على ممارساته
58,محكمة صورية للنساء ضحايا الإقصاء وعدم المساواة في الميراث,20,25,Loaded Language,ضحايا,1105523437697753094,19.0,24.0,ضحايا الضحايا.,محكمة صورية للنساء ضحايا الضحايا. الإقصاء وعدم المساواة في الميراث
59,وصافة وتفوق هائل ل أرامكو السعودية هنا ترتيب أكبر شركات العالم ربحية,6,16,Loaded Language,وتفوق هائل,1389516794931646465,6.0,16.0,وتفوق هائل,وصافة وتفوق هائل ل أرامكو السعودية هنا ترتيب أكبر شركات العالم ربحية
61,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد تدمير تيغراي,46,51,Loaded Language,تدمير,7286,44.0,49.0,! تم تدميره!,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد ! تم تدميره! تيغراي
62,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى نبكيك يا قدس عاجل رؤيا الإخباري فلسطين المسجد الأقصى القدس,74,86,Loaded Language,نبكيك يا قدس,1390781467031228417,72.0,84.0,نَنْكحُ لَك، قديس.,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى نَنْكحُ لَك، قديس. عاجل رؤيا الإخباري فلسطين المسجد الأقصى القدس
63,السلام عليكم لإنجاح عملية السلام يجب إقامة دولة فلسطينية على حدود العام وعودة اللاجئين أما الجولات والمسكنات فهي دعم لجرائم العدوان الإسرائيلي,120,126,Loaded Language,لجرائم,7085,117.0,123.0,من أجل الجرائم.,السلام عليكم لإنجاح عملية السلام يجب إقامة دولة فلسطينية على حدود العام وعودة اللاجئين أما الجولات والمسكنات فهي دعم من أجل الجرائم. العدوان الإسرائيلي
64,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية,59,64,Loaded Language,القصف,7040,54.0,59.0,,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على  الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية
66,شاهد صواريخ المقاومة تضرب مبنى في عسقلان ردا على استهداف منازل المدنيين في غزة غزه تقاوم,10,35,Loaded Language,صواريخ المقاومة تضرب مبنى,1392021726364684289,5.0,30.0,وأصابت قذائف المقاومة أحد المباني.,شاهد وأصابت قذائف المقاومة أحد المباني. في عسقلان ردا على استهداف منازل المدنيين في غزة غزه تقاوم
67,النخالة المقاومة وضعت إسرائيل في مأزق تاريخي لم يسبق له مثيل فلسطين,44,48,Loaded Language,مأزق,1395101615699468295,33.0,37.0,إضطرال في الإضطرال.,النخالة المقاومة وضعت إسرائيل في إضطرال في الإضطرال. تاريخي لم يسبق له مثيل فلسطين
68,إسرائيل تعلن تدمير نقطة مراقبة سورية في الجولان انتهكت سيادتها عاجل,49,55,Loaded Language,انتهكت,1399801436351905793,48.0,54.0,أنا أنتهك.,إسرائيل تعلن تدمير نقطة مراقبة سورية في الجولان أنا أنتهك. سيادتها عاجل
70,وزير الصحة ما مررنا به امتحان عسير وصعب وتفاجأنا به وجاءت النتائج مرضية واثبتت نجاعة الخطط المسبقة صحيفة الرأي الأردن,81,86,Loaded Language,نجاعة,1395808030281945089,79.0,84.0,سينجح الأمر.,وزير الصحة ما مررنا به امتحان عسير وصعب وتفاجأنا به وجاءت النتائج مرضية واثبتت سينجح الأمر. الخطط المسبقة صحيفة الرأي الأردن
71,نادي أولمبيك مارسيليا يتمنى السلامة للجميع في السودان قلوبنا تتألم لجميع المتأثرين بالفيضانات,80,85,Loaded Language,تتألم,1302942290386849798,61.0,66.0,إنه يُؤلم.,نادي أولمبيك مارسيليا يتمنى السلامة للجميع في السودان قلوبنا إنه يُؤلم. لجميع المتأثرين بالفيضانات
72,خلال اتصال هاتفي مع الرئيس عبد الفتاح السيسي الشيخ محمد بن زايد يعرب عن دعم الإمارات لجهود مصر لتحقيق الأمن والاستقرار في المنطقة العربية,107,123,Loaded Language,الأمن والاستقرار,7052,102.0,118.0,الأمن والاستقرار في,خلال اتصال هاتفي مع الرئيس عبد الفتاح السيسي الشيخ محمد بن زايد يعرب عن دعم الإمارات لجهود مصر لتحقيق الأمن والاستقرار في في المنطقة العربية
73,مسيرة عفوية في معسكر جباليا شمال قطاع غزة نصرة للقدس وابتهاجا ببسالة المقاومة,57,81,Loaded Language,ابتهاجا ببسالة المقاومة,1391904140381536260,54.0,77.0,اشجعوا المقاومة.,مسيرة عفوية في معسكر جباليا شمال قطاع غزة نصرة للقدس واشجعوا المقاومة.
75,المندوبة الأمريكية في مجلس الأمن ليندا توماس غرينفيلد نشكر قطر و مصر و الأردن لمساهمتهم في وقف إطلاق النار ب غزة الخليج أونلاين أمريكا,101,112,Loaded Language,إطلاق النار,7324,95.0,106.0,إطلاق النار.,المندوبة الأمريكية في مجلس الأمن ليندا توماس غرينفيلد نشكر قطر و مصر و الأردن لمساهمتهم في وقف إطلاق النار. ب غزة الخليج أونلاين أمريكا
76,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي ضرورة وقف أي ممارسات تؤدي لتوتير الأوضاع بالأراضي الفلسطينية الخليج أونلاين,77,82,Loaded Language,توتير,7289,76.0,81.0,التي تُتَرَجَةُ.,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي ضرورة وقف أي ممارسات تؤدي لالتي تُتَرَجَةُ. الأوضاع بالأراضي الفلسطينية الخليج أونلاين
77,عاجل الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين والانتهاكات في القدس,93,103,Loaded Language,الانتهاكات,1391836534706425858,91.0,101.0,,عاجل الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين و في القدس
78,ارتفاع الاصابات بكورونا لدى الشباب بشكل مخيف,41,45,Loaded Language,مخيف,1387016744821198849,40.0,44.0,مُشَجَّزَةً.,ارتفاع الاصابات بكورونا لدى الشباب بشكل مُشَجَّزَةً.
79,سوريا تفجيرات ومظاهرات في درعا احتجاجا على الانتخابات الرئاسية,33,40,Loaded Language,احتجاجا,7303,31.0,38.0,إحتجاج إحتجاج.,سوريا تفجيرات ومظاهرات في درعا إحتجاج إحتجاج. على الانتخابات الرئاسية
80,رشوة وتصاريح غير مستوفاة للشروط نزاهة تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين,59,65,Loaded Language,انهيار,1398011647072030721,54.0,60.0,إنهيار إنشطاري.,رشوة وتصاريح غير مستوفاة للشروط نزاهة تعلن نتائج قضية إنهيار إنشطاري. سقف جامعة أهلية ومعاقبة الفاسدين
82,كورونا ثم إعصار مدمر مصائب الهند لا تأتي فرادى شاهد سكاي فيديو,24,29,Loaded Language,مصائب,7062,21.0,26.0,-الشرائز.,كورونا ثم إعصار مدمر -الشرائز. الهند لا تأتي فرادى شاهد سكاي فيديو
83,بين سام وعمار حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية شاهد الحلقة كاملة عبر الرابط شاهد الحرة,60,76,Loaded Language,للإبادة الأرمنية,1389489981031206912,59.0,75.0,للإبادة الأرمينية.,بين سام وعمار حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمينية. شاهد الحلقة كاملة عبر الرابط شاهد الحرة
84,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,62,69,Loaded Language,بعدوان,1393666061996904452,56.0,62.0,عدوان عدواني.,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا عدوان عدواني. الاحتلال غزة تحت القصف
85,مشاهد وكلمات حزينة لسكان غزة من أطلال ذكرياتهم التي تدمرت من القصف تاجر خسر محله في برج الشروق المدمر يختصر مأساة أهل القطاع العربية,33,47,Loaded Language,أطلال ذكرياتهم,7038,32.0,46.0,أنقاض ذكرياتهم,مشاهد وكلمات حزينة لسكان غزة من أنقاض ذكرياتهم التي تدمرت من القصف تاجر خسر محله في برج الشروق المدمر يختصر مأساة أهل القطاع العربية
86,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,86,95,Loaded Language,محو ذاكرة,7117,80.0,89.0,الذاكرة,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف الذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة
88,كل شئ حولي رماد طفلة فلسطينية تروي مأساتها بعد قصف منزلها في غزة غزة تحت القضف غزة الآن,0,15,Loaded Language,كل شئ حولي رماد,1393874515239788545,0.0,15.0,كل شيء حولي هو رماد,كل شيء حولي هو رماد طفلة فلسطينية تروي مأساتها بعد قصف منزلها في غزة غزة تحت القضف غزة الآن
89,بوتين يتفاخر بتجريب أحدث الأسلحة الروسية على أجساد السوريين,15,61,Loaded Language,بتجريب أحدث الأسلحة الروسية على أجساد السوريين,7294,13.0,59.0,يجرب أحدث الأسلحة الروسية على جثث السوريين.,بوتين يتفاخر يجرب أحدث الأسلحة الروسية على جثث السوريين.
90,شهدت غزة قصفا اسرائيليا شرسا ليل الخميس وفجر الجمعة بينما كانت رشقات الصواريخ تنطلق من القطاع باتجاه المدن الإسرائيلية,9,14,Loaded Language,قصفا,7288,9.0,13.0,,شهدت غزة  اسرائيليا شرسا ليل الخميس وفجر الجمعة بينما كانت رشقات الصواريخ تنطلق من القطاع باتجاه المدن الإسرائيلية
92,إسبانيا هجوم بقنبلة حارقة على مكتب إقليمي لتحالف أونيداس بوديموس اليساري عين ليبيا,21,26,Loaded Language,حارقة,1378294819420827651,20.0,25.0,محترقة.,إسبانيا هجوم بقنبلة محترقة. على مكتب إقليمي لتحالف أونيداس بوديموس اليساري عين ليبيا
94,رئيس وزراء الهند يشبه الوضع الوبائي في بلاده بالعاصفة,46,53,Loaded Language,العاصفة,1386439878511108101,46.0,53.0,العاصفة.,رئيس وزراء الهند يشبه الوضع الوبائي في بلاده بالعاصفة.
95,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,6,28,Loaded Language,لطخت بالدماء والكيماوي,7315,6.0,28.0,لقد حصلت على الدم والمعالجة الكيماوية.,مواقع لقد حصلت على الدم والمعالجة الكيماوية. الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو
96,زيادة فاضحة في ثمن المنتجات تسيء للسياحة المغربية على الأنترنيت اقتصاد الزيادة في الأسعار السياح الأجانب,1,12,Loaded Language,زيادة فاضحة,1388933951255846913,0.0,11.0,زيادة صارخة في الزيادة.,زيادة صارخة في الزيادة. في ثمن المنتجات تسيء للسياحة المغربية على الأنترنيت اقتصاد الزيادة في الأسعار السياح الأجانب
97,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1,7,Loaded Language,الأخطر,1376186351993896964,0.0,6.0,الخطر الأكثر خطورة.,الخطر الأكثر خطورة. في العالم الكشف عن سلالة جديدة لكورونا
98,بيان ناري لسائرون ضد شركائها في البرلمان بعد فشل تمرير الموازنة,45,48,Loaded Language,فشل,1376416027882491906,45.0,48.0,فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل,بيان ناري لسائرون ضد شركائها في البرلمان بعد فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل. فشل تمرير الموازنة
100,قتلى في اصطدام سفينة صيد يابانية بسفينة روسية قبالة هوكايدو,0,4,Loaded Language,قتلى,7343,0.0,4.0,قتل قتل قتل قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً,قتل قتل قتل قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً قتلاً في اصطدام سفينة صيد يابانية بسفينة روسية قبالة هوكايدو
101,رشوة وتصاريح غير مستوفاة للشروط نزاهة تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة الفاسدين,90,98,Loaded Language,الفاسدين,1398011647072030721,85.0,93.0,-أشخاص سيئين. -أشخاص أقوياء.,رشوة وتصاريح غير مستوفاة للشروط نزاهة تعلن نتائج قضية انهيار سقف جامعة أهلية ومعاقبة -أشخاص سيئين. -أشخاص أقوياء.
102,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,123,134,Loaded Language,قتل الأطفال,7054,119.0,130.0,الأطفال الذين يُقتلون الأطفال.,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على الأطفال الذين يُقتلون الأطفال. الفلسطينيين على يد إسرائيل العربية
103,معاناة أهالي وادي جبحة وجبل مصيدة ببلغازي مع طرقهم الوعرة,0,6,Loaded Language,معاناة,1390694076618612737,0.0,6.0,-المعاناة من المعاناة.,-المعاناة من المعاناة. أهالي وادي جبحة وجبل مصيدة ببلغازي مع طرقهم الوعرة
105,منظمة ألمانية سوريا تعاني من أسوأ أزمة جوع حتى الأن,31,44,Loaded Language,أسوأ أزمة جوع,1363504057952919552,29.0,42.0,أسوأ أزمة الجوع.,منظمة ألمانية سوريا تعاني من أسوأ أزمة الجوع. حتى الأن
106,احتفالات بالنصر في غزة فيما سكانها يئنون تحت أنقاض الدمار الذي سببته صواريخ حماس العبثية الإرهابية والتي ارجعتهم سنوات إلى الوراء مضحك قال نصر قال نصر المهزومين,46,58,Loaded Language,أنقاض الدمار,7073,45.0,57.0,دمار الدمار المدمر,احتفالات بالنصر في غزة فيما سكانها يئنون تحت دمار الدمار المدمر الذي سببته صواريخ حماس العبثية الإرهابية والتي ارجعتهم سنوات إلى الوراء مضحك قال نصر قال نصر المهزومين
