,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
178,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى نبكيك يا قدس عاجل رؤيا الإخباري فلسطين المسجد الأقصى القدس,0,71,Smears,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى,1390781467031228417,0.0,71.0,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى,طفل فلسطيني يبكي لأن جنود الاحتلال الإسرائيلي منعوه من الصلاة في الأقصى نبكيك يا قدس عاجل رؤيا الإخباري فلسطين المسجد الأقصى القدس
182,من موقع الجريمة النظام ينفي استخدام الكيماوي ب فيلم مثير وينفي ضغط مخابراته,0,80,Smears,من موقع الجريمة النظام ينفي استخدام الكيماوي ب فيلم مثير وينفي ضغط مخابراته,1387104642044252160,0.0,75.0,من موقع الجريمة النظام ينفي استخدام الكيماوي ب فيلم مثير وينفي ضغط مخابراته,من موقع الجريمة النظام ينفي استخدام الكيماوي ب فيلم مثير وينفي ضغط مخابراته
183,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,0,197,Smears,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,7048,0.0,190.0,استهجان شعبي لموقف رئيس وفد دولة قطر لِتْر قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه فِعْل العمرة حكومة دولة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,استهجان شعبي لموقف رئيس وفد دولة قطر لِتْر قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه فِعْل العمرة حكومة دولة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة
186,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,36,108,Smears,اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,1399878431119003653,35.0,107.0,اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ
187,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة,22,54,Smears,يصف بشار الأسد ب رئيس العصابة,7314,22.0,51.0,يصف بشار الأسد ب رئيس العصابة,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة
197,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,0,197,Smears,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,7048,0.0,190.0,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي علامة صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي علامة صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة
201,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,0,197,Smears,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,7048,0.0,190.0,استهجان شعبي لموقف رئيس وفد دولة قطر ديْسِيمِتر مُكعّب قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,استهجان شعبي لموقف رئيس وفد دولة قطر ديْسِيمِتر مُكعّب قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة
211,تهديدات علنية بالقتل وتباهي بنشر الإرهاب شخصيات موالية تنتقد اعتراض داعمي الأسد في لبنان,0,91,Smears,تهديدات علنية بالقتل وتباهي بنشر الإرهاب شخصيات موالية تنتقد اعتراض داعمي الأسد في لبنان,7071,0.0,88.0,تهديدات علنية بالقتل وتباهي بنشر الإرهاب شخصيات موالية تنتقد اعتراض داعمي الأسد في لبنان,تهديدات علنية بالقتل وتباهي بنشر الإرهاب شخصيات موالية تنتقد اعتراض داعمي الأسد في لبنان
218,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,0,59,Smears,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,7334,0.0,58.0,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية
221,عاجل الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين والانتهاكات في القدس,7,113,Smears,الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين والانتهاكات في القدس,1391836534706425858,5.0,110.0,الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين والانتهاكات في القدس,عاجل الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين والانتهاكات في القدس
224,شاهد تظاهرة أمام مقر سفارة الاحتلال في لندن تنديدا بجرائم الاحتلال في القدس وغزة,6,88,Smears,تظاهرة أمام مقر سفارة الاحتلال في لندن تنديدا بجرائم الاحتلال في القدس وغزة,1396079560697974790,5.0,80.0,تظاهرة أمام مكْتب رئِيسِي سفارة الاحتلال في لندن تنديدا بجرائم الاحتلال في القدس وغزة,شاهد تظاهرة أمام مكْتب رئِيسِي سفارة الاحتلال في لندن تنديدا بجرائم الاحتلال في القدس وغزة
226,أحمد نجيب الشابي حاجة وحدة ثابتة عند حركة النهضة و هي التمكن من أجهزة الدولة,19,80,Smears,حاجة وحدة ثابتة عند حركة النهضة و هي التمكن من أجهزة الدولة,1311279801194422273,17.0,76.0,حاجة وحدة ثابتة عند حمْلة النهضة و هي التمكن من أجهزة الدولة,أحمد نجيب الشابي حاجة وحدة ثابتة عند حمْلة النهضة و هي التمكن من أجهزة الدولة
228,رئيس المجموعة العربية مجلس الأمن غير قادر حتى الآن على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون,23,119,Smears,مجلس الأمن غير قادر حتى الآن على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون,1394708550304288772,22.0,118.0,مجلس الأمن غير قادر حتى الآن على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون,رئيس المجموعة العربية مجلس الأمن غير قادر حتى الآن على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون
239,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,2,146,Smears,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,1365398464738246666,0.0,141.0,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المملكة المغربية يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المملكة المغربية يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم
247,أزمة تيغراي السلطات الإثيوبية ترحل صحفيا في نيويورك تايمز بسبب تغطيته للحرب,13,76,Smears,السلطات الإثيوبية ترحل صحفيا في نيويورك تايمز بسبب تغطيته للحرب,7306,12.0,75.0,السلطات الإثيوبية ترحل صحفيا في نيويورك تايمز بسبب تغطيته للحرب,أزمة تيغراي السلطات الإثيوبية ترحل صحفيا في نيويورك تايمز بسبب تغطيته للحرب
252,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,0,83,Smears,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,7285,0.0,80.0,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات
257,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,84,145,Smears,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية,7046,78.0,137.0,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ديْسِيمِتر مُكعّب دولة قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ديْسِيمِتر مُكعّب دولة قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن
269,وزير خارجية اليمن إيران تطيل أمد الحرب عبر مواصلة دعم الحوثيين,21,65,Smears,إيران تطيل أمد الحرب عبر مواصلة دعم الحوثيين,7284,18.0,62.0,إيران تطيل أمد الحرب عبر مواصلة دعم الحوثيين,وزير خارجية اليمن إيران تطيل أمد الحرب عبر مواصلة دعم الحوثيين
291,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,0,197,Smears,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,7048,0.0,190.0,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة
298,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,40,155,Smears,تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,38.0,152.0,تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في أمْر,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في أمْر
302,نظام الأسد لا يصدر إلا الموت للسوريين لا للمعابر مع النظام,0,37,Smears,نظام الأسد لا يصدر إلا الموت للسوريين,7310,0.0,37.0,نظام الأسد كلّا يصدر إلا الموت للسوريين,نظام الأسد كلّا يصدر إلا الموت للسوريين لا للمعابر مع النظام
308,متاجر عديدة في الكويت تبدأ بإزالة المنتجات الفرنسية بعد تصريحات الرئيس الفرنسي إيمانويل ماكرون المسيئة للإسلام,15,125,Smears,متاجر عديدة في الكويت تبدأ بإزالة المنتجات الفرنسية بعد تصريحات الرئيس الفرنسي إيمانويل ماكرون المسيئة للإسلام,1319679682934177792,0.0,110.0,متاجر عديدة في الكويت تبدأ بإزالة المنتجات الفرنسية بعد تصريحات الرئيس الفرنسي إيمانويل ماكرون المسيئة للإسلام,متاجر عديدة في الكويت تبدأ بإزالة المنتجات الفرنسية بعد تصريحات الرئيس الفرنسي إيمانويل ماكرون المسيئة للإسلام
311,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة,51,139,Smears,إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية,7117,45.0,133.0,إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية,رئيس نادي الأسير الفلسطيني قدورة فارس ل عربي إسرائيل استثمرت كل إمكانياتها بهدف محو ذاكرة الفلسطينيين الذين يحملون الهوية الإسرائيلية لكن موجة التصعيد الأخير كشفت فشل تلك الخطط على نحو فجر موجة الاعتقالات الأخيرة
317,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط سوريا فيديو,0,72,Smears,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط سوريا,1397084757431885824,0.0,69.0,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط الجمهورية العربية السورية,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط الجمهورية العربية السورية فيديو
323,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,2,146,Smears,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,1365398464738246666,0.0,141.0,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول الكوْن آل يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول الكوْن آل يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم
327,عاجل قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل,12,76,Smears,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل,1392484757930496000,5.0,68.0,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل,عاجل قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل
333,رئيس المجموعة العربية مجلس الأمن غير قادر حتى الآن على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون,23,119,Smears,مجلس الأمن غير قادر حتى الآن على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون,1394708550304288772,22.0,118.0,مجلس الأمن غير قادر حتى الوقْت الحاضِر على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون,رئيس المجموعة العربية مجلس الأمن غير قادر حتى الوقْت الحاضِر على تبني وثيقة تعبر عن موقف موحد تجاه القمع الذي يعانيه الفلسطينيون
355,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية,0,181,Smears,قائد حركة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب,7039,0.0,176.0,قائد جبْهة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب,قائد جبْهة الجهاد شكر جهوده و إسماعيل هنية عده شهيدا من هو قاسم سليماني الذي قامت ميليشياته الطائفية بارتكاب مجازر مروعة بحق السوريين والعراقيين واليمنيين وشرد الملايين من العرب العربية
358,عاجل قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل,12,76,Smears,قوات الاحتلال تطلق النار على شاب داخل حاجز شارع الشهداء بالخليل,1392484757930496000,5.0,68.0,قوات الاحتلال تطلق النار على فتى داخل حاجز شارع الشهداء بالخليل,عاجل قوات الاحتلال تطلق النار على فتى داخل حاجز شارع الشهداء بالخليل
362,عين اليمن هذه دوله هادي باختصار فساد وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي,11,85,Smears,هذه دوله هادي باختصار فساد وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي,1355223276621070337,10.0,84.0,هذه دوله هادي باختصار أذى وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي,عين اليمن هذه دوله هادي باختصار أذى وسرقه ونهب ومحسوبيه لاتفرق عن مليشيا الحوثي بشي
367,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,16,92,Smears,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,84.0,دولة ذُلّ تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سُورِيّا,الشبكة السورية دولة ذُلّ تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سُورِيّا
393,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,84,145,Smears,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية,7046,78.0,137.0,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب لِتْر قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب لِتْر قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن
417,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,16,92,Smears,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,84.0,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا
425,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,16,92,Smears,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,84.0,دولة فضِيْحة تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سُورِيّا,الشبكة السورية دولة فضِيْحة تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سُورِيّا
449,عامان على قتل الصحفي جمال خاشقجي على يد عملاء سعوديين دون أي مساءلة و السعودية تنظم فعاليات ترفيهية مع مشاهير لتلميع صورتها,0,128,Smears,عامان على قتل الصحفي جمال خاشقجي على يد عملاء سعوديين دون أي مساءلة و السعودية تنظم فعاليات ترفيهية مع مشاهير لتلميع صورتها,1313484697775808513,0.0,123.0,عامان على قتل الصحفي جمال خاشقجي على يد عملاء سعوديين دون أي مساءلة و الْعربِيّةُ آلسُّعُودِيّة تنظم فعاليات ترفيهية مع مشاهير لتلميع صورتها,عامان على قتل الصحفي جمال خاشقجي على يد عملاء سعوديين دون أي مساءلة و الْعربِيّةُ آلسُّعُودِيّة تنظم فعاليات ترفيهية مع مشاهير لتلميع صورتها
455,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,16,92,Smears,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,84.0,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول الجمهورية العربية السورية,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول الجمهورية العربية السورية
460,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,0,197,Smears,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,7048,0.0,190.0,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة دولة قطر أيضا حجبت جميع الروابط التي خصصتها المملكة العربية السعودية للقطريين الراغبين التسجيل وأداء العمرة,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة دولة قطر أيضا حجبت جميع الروابط التي خصصتها المملكة العربية السعودية للقطريين الراغبين التسجيل وأداء العمرة
476,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,2,146,Smears,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم المغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,1365398464738246666,0.0,141.0,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم مغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم,بعد سنوات من الإنكار لإستعمال المخدرات في عدوانها على الجزائر والعديد من دول العالم مغرب يخرج للعلن عبر مشروع قانون يشرع استخدام هذه السموم
481,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط سوريا فيديو,0,72,Smears,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط سوريا,1397084757431885824,0.0,69.0,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط سُورِيّا,من موقع جريمة التدمير والتهجير وفد أممي يتجول بين أنقاض حمص وسط سُورِيّا فيديو
490,عاجل خطيب الأقصى الاحتلال يحاول إثبات عدم الهزيمة ورد الاعتبار بالاقتحامات  صحيفة الرأي الأردن,21,78,Smears,الاحتلال يحاول إثبات عدم الهزيمة ورد الاعتبار بالاقتحامات,1396356154951970820,17.0,74.0,الاحتلال يحاول إثبات فقْر الهزيمة ورد الاعتبار بالاقتحامات,عاجل خطيب الأقصى الاحتلال يحاول إثبات فقْر الهزيمة ورد الاعتبار بالاقتحامات  صحيفة الرأي الأردن
495,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,84,145,Smears,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية,7046,78.0,137.0,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل دولة قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل دولة قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن
513,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن,84,145,Smears,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ل قطر الارهابية,7046,78.0,137.0,قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ديْسِيمِتر مُكعّب قطر الارهابية,جمرة يوثق خيانات قطر ل الشرعية وتعاونها مع ميليشيا الحوثي و قناة الجزيرة تبصم قطر بهذا التحالف تحولت رسميا من دعم للإرهاب ديْسِيمِتر مُكعّب قطر الارهابية تصنيفها دولةإرهابية وفرض حصار اقتصادي ومنع تسلح مهم جدا وعلى الدول المتضررة المطالبة بذلك رسميا في مجلس الأمن
564,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,16,92,Smears,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,84.0,دولة خِزْي تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,الشبكة السورية دولة خِزْي تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا
594,عاجل خطيب الأقصى الاحتلال يحاول إثبات عدم الهزيمة ورد الاعتبار بالاقتحامات  صحيفة الرأي الأردن,21,78,Smears,الاحتلال يحاول إثبات عدم الهزيمة ورد الاعتبار بالاقتحامات,1396356154951970820,17.0,74.0,الاحتلال يحاول إثبات عوز الهزيمة ورد الاعتبار بالاقتحامات,عاجل خطيب الأقصى الاحتلال يحاول إثبات عوز الهزيمة ورد الاعتبار بالاقتحامات  صحيفة الرأي الأردن
